payroll_id,business_id,payroll_date,employee_count,salary_amount,department,overtime_cost,bonus_amount
446,38,2026-02-01,149,4966501.21,sales,0.0,0.0
447,35,2025-06-01,307,7411977.92,warehouse,1011245.59,0.0
448,8,2026-02-01,372,12071988.17,sales,0.0,0.0
449,6,2024-10-01,486,15852896.2,HR,0.0,2466586.8
450,22,2026-03-01,108,3660649.01,HR,0.0,0.0
451,8,2025-10-01,372,7573572.19,support,0.0,857218.11
452,37,2025-09-01,118,2654617.38,operations,284392.01,0.0
453,3,2025-03-01,252,5366419.01,warehouse,629377.09,0.0
454,40,2024-08-01,105,2664280.29,HR,0.0,0.0
455,39,2025-01-01,385,9831155.7,HR,0.0,0.0
456,44,2025-03-01,433,14903701.73,operations,2185661.56,0.0
457,43,2026-01-01,275,6377095.42,finance,0.0,0.0
458,42,2025-12-01,215,4994784.97,manufacturing,559651.72,0.0
459,27,2024-08-01,344,11548280.01,finance,0.0,0.0
460,29,2026-02-01,172,6006745.89,HR,0.0,0.0
461,26,2025-06-01,465,10049354.48,HR,0.0,0.0
462,7,2024-11-01,425,12550181.35,finance,0.0,2310698.1
463,43,2024-05-01,275,9430159.02,manufacturing,480645.44,0.0
464,5,2025-04-01,304,6682789.25,operations,948584.02,0.0
465,22,2025-09-01,108,3480100.06,operations,432491.73,0.0
466,7,2025-05-01,425,12484511.71,operations,731893.93,0.0
467,9,2025-08-01,201,6946971.05,manufacturing,809252.06,0.0
468,10,2024-05-01,350,7129091.84,operations,1050704.22,0.0
469,30,2024-08-01,418,12741759.76,manufacturing,1688820.15,0.0
470,1,2025-07-01,398,8572828.84,support,0.0,0.0
471,49,2025-08-01,262,6475071.11,manufacturing,692788.34,0.0
472,19,2025-04-01,97,2254579.09,warehouse,253007.12,0.0
473,48,2024-10-01,231,6954665.08,support,0.0,829418.28
474,31,2025-07-01,31,852353.82,warehouse,101189.41,0.0
475,39,2026-03-01,385,13424518.65,warehouse,1112747.43,0.0
476,39,2024-09-01,385,10052763.43,manufacturing,1410649.4,0.0
477,48,2025-09-01,231,4700777.74,operations,292220.92,0.0
478,24,2026-01-01,205,6047793.95,HR,0.0,0.0
479,37,2024-10-01,118,2453022.08,operations,157629.68,281415.09
480,27,2024-10-01,344,9474135.71,warehouse,997355.88,961766.77
481,38,2024-11-01,149,3594568.71,finance,0.0,889645.72
482,4,2024-05-01,159,4047263.1,warehouse,229048.05,0.0
483,7,2025-05-01,425,12765925.69,finance,0.0,0.0
484,48,2025-01-01,231,7567393.97,HR,0.0,0.0
485,41,2024-12-01,129,4005574.5,warehouse,497501.66,0.0
486,40,2025-04-01,105,2890752.79,operations,382860.88,0.0
487,31,2025-01-01,31,963365.53,finance,0.0,0.0
488,2,2024-07-01,254,7128741.68,operations,402023.32,0.0
489,39,2025-11-01,385,8609193.91,manufacturing,923020.66,1985053.97
490,41,2024-04-01,129,3001209.34,sales,0.0,0.0
491,3,2024-05-01,252,8505609.1,HR,0.0,0.0
492,23,2024-08-01,191,5202314.59,sales,0.0,0.0
493,29,2024-12-01,172,5482927.82,warehouse,503677.6,0.0
494,47,2025-09-01,400,11284403.28,warehouse,1580759.8,0.0
495,15,2024-07-01,487,14088299.14,support,0.0,0.0
496,29,2024-09-01,172,5701509.43,warehouse,387162.0,0.0
497,18,2026-01-01,271,8038053.08,finance,0.0,0.0
498,31,2024-07-01,31,710081.59,warehouse,51893.92,0.0
499,39,2024-05-01,385,11125383.35,finance,0.0,0.0
500,29,2025-11-01,172,4560517.34,manufacturing,511317.25,768702.18
501,26,2024-07-01,465,12953922.75,support,0.0,0.0
502,11,2026-03-01,169,4569474.49,manufacturing,266158.47,0.0
503,11,2026-03-01,169,5297314.81,finance,0.0,0.0
504,5,2025-10-01,304,7691617.29,support,0.0,1731978.42
505,20,2026-01-01,310,9605232.93,finance,0.0,0.0
506,29,2024-07-01,172,5620818.73,finance,0.0,0.0
507,35,2024-11-01,307,10575709.32,warehouse,830684.94,1361084.66
508,42,2026-01-01,215,7091522.12,operations,789755.01,0.0
509,13,2025-01-01,415,8320398.68,warehouse,607449.37,0.0
510,4,2025-07-01,159,3858280.76,manufacturing,239917.34,0.0
511,5,2024-05-01,304,6652533.45,warehouse,635425.98,0.0
512,5,2025-07-01,304,7768206.66,finance,0.0,0.0
513,30,2024-07-01,418,11244178.12,support,0.0,0.0
514,31,2025-01-01,31,707064.07,HR,0.0,0.0
515,47,2025-02-01,400,10626560.44,sales,0.0,0.0
516,36,2024-05-01,275,6698211.74,sales,0.0,0.0
517,16,2025-05-01,405,13120163.17,warehouse,693821.12,0.0
518,28,2024-06-01,247,6419975.26,support,0.0,0.0
519,20,2024-08-01,310,10794350.33,sales,0.0,0.0
520,12,2025-08-01,260,8947536.16,operations,803065.67,0.0
521,8,2025-02-01,372,11853514.75,warehouse,1502720.09,0.0
522,35,2025-06-01,307,6196043.41,manufacturing,384941.25,0.0
523,46,2026-01-01,327,8211623.65,support,0.0,0.0
524,19,2026-02-01,97,2575630.29,manufacturing,360501.09,0.0
525,24,2025-09-01,205,4248367.97,support,0.0,0.0
526,49,2025-09-01,262,9104827.13,warehouse,1332159.82,0.0
527,48,2025-08-01,231,6837354.82,support,0.0,0.0
528,37,2024-05-01,118,3902668.56,sales,0.0,0.0
529,48,2025-02-01,231,5977792.79,manufacturing,638321.14,0.0
530,16,2024-08-01,405,12885859.71,manufacturing,1832277.31,0.0
531,32,2025-06-01,463,15360217.86,warehouse,1291045.28,0.0
532,24,2024-11-01,205,6520745.31,HR,0.0,654959.53
533,44,2025-11-01,433,13028548.24,support,0.0,1307301.76
534,21,2025-11-01,88,2818692.48,manufacturing,307920.02,507520.72
535,45,2025-09-01,322,8189875.23,sales,0.0,0.0
536,49,2024-06-01,262,5351069.35,support,0.0,0.0
537,22,2024-06-01,108,2940463.64,support,0.0,0.0
538,17,2025-10-01,144,3809260.17,sales,0.0,530595.04
539,22,2025-04-01,108,2977414.66,sales,0.0,0.0
540,31,2025-09-01,31,665341.89,HR,0.0,0.0
541,2,2024-07-01,254,8851379.57,operations,549606.34,0.0
542,36,2025-07-01,275,8812138.45,warehouse,1178383.06,0.0
543,14,2024-05-01,152,5101815.61,operations,394395.38,0.0
544,6,2026-04-01,486,11398771.11,sales,0.0,0.0
545,26,2025-12-01,465,14613642.46,operations,1965465.22,0.0
546,25,2024-10-01,84,2591638.0,operations,132315.73,631037.68
547,40,2024-12-01,105,3347649.46,finance,0.0,0.0
548,44,2025-06-01,433,13326044.99,warehouse,1281447.42,0.0
549,5,2025-10-01,304,9238516.31,HR,0.0,1257357.16
550,48,2024-09-01,231,7507981.17,support,0.0,0.0
551,6,2025-07-01,486,12400066.53,HR,0.0,0.0
552,39,2025-03-01,385,11843607.86,support,0.0,0.0
553,18,2025-01-01,271,8249475.96,manufacturing,863715.71,0.0
554,13,2025-09-01,415,8450064.5,operations,482366.48,0.0
555,34,2024-11-01,411,13063132.58,operations,657926.88,2709964.29
556,47,2025-07-01,400,10586660.47,support,0.0,0.0
557,39,2024-09-01,385,12494838.38,HR,0.0,0.0
558,25,2026-03-01,84,1727172.3,operations,249507.93,0.0
559,31,2025-06-01,31,807036.52,manufacturing,67610.23,0.0
560,16,2026-03-01,405,12883824.53,operations,689768.62,0.0
561,13,2025-03-01,415,13078006.75,support,0.0,0.0
562,15,2026-01-01,487,11116797.62,finance,0.0,0.0
563,6,2025-01-01,486,10162315.02,finance,0.0,0.0
564,7,2024-10-01,425,8978554.42,manufacturing,1286913.77,1673373.55
565,25,2025-07-01,84,2543314.69,support,0.0,0.0
566,1,2025-09-01,398,9216824.67,sales,0.0,0.0
567,31,2025-09-01,31,728337.44,HR,0.0,0.0
568,46,2025-12-01,327,11403136.91,sales,0.0,0.0
569,27,2025-03-01,344,8882157.84,support,0.0,0.0
570,42,2024-09-01,215,5852507.09,sales,0.0,0.0
571,32,2025-12-01,463,11436560.7,HR,0.0,0.0
572,46,2026-02-01,327,8805663.66,HR,0.0,0.0
573,34,2024-10-01,411,10556291.38,manufacturing,533508.81,1180245.79
574,33,2026-02-01,171,4744693.76,warehouse,412863.64,0.0
575,30,2024-04-01,418,13464595.99,support,0.0,0.0
576,23,2025-03-01,191,6466979.95,support,0.0,0.0
577,29,2024-10-01,172,5050904.64,manufacturing,431927.45,717379.38
578,34,2025-07-01,411,13257598.23,HR,0.0,0.0
579,16,2026-02-01,405,9860575.62,operations,1313104.84,0.0
580,23,2025-01-01,191,4223292.29,warehouse,590812.83,0.0
581,38,2025-05-01,149,3474286.75,manufacturing,277477.08,0.0
582,31,2025-12-01,31,748207.0,warehouse,85300.07,0.0
583,23,2025-06-01,191,3933463.06,support,0.0,0.0
584,50,2024-10-01,497,15915216.42,warehouse,1627834.36,2683463.89
585,11,2025-06-01,169,3837608.17,operations,264219.34,0.0
586,41,2024-12-01,129,3881526.23,sales,0.0,0.0
587,37,2026-01-01,118,2891530.76,sales,0.0,0.0
588,11,2025-11-01,169,5460021.9,HR,0.0,1078879.56
589,18,2025-03-01,271,7932046.81,finance,0.0,0.0
590,28,2024-08-01,247,5772448.53,sales,0.0,0.0
591,21,2024-06-01,88,1975290.13,sales,0.0,0.0
592,20,2024-10-01,310,8593091.67,manufacturing,703561.34,1669755.19
593,4,2024-10-01,159,5423658.11,finance,0.0,586772.63
594,1,2024-07-01,398,12821143.48,sales,0.0,0.0
595,2,2025-04-01,254,6398587.65,sales,0.0,0.0
596,10,2024-12-01,350,9111302.49,sales,0.0,0.0
597,25,2024-06-01,84,1963107.48,finance,0.0,0.0
598,42,2025-11-01,215,6841819.6,operations,882251.8,939590.49
599,20,2024-06-01,310,10058579.33,finance,0.0,0.0
600,36,2025-07-01,275,6357550.84,sales,0.0,0.0
601,5,2025-05-01,304,10212803.88,operations,1082075.05,0.0
602,50,2024-09-01,497,10139092.89,HR,0.0,0.0
603,11,2025-06-01,169,3834084.97,HR,0.0,0.0
604,2,2024-06-01,254,8575599.74,sales,0.0,0.0
605,13,2025-12-01,415,8536172.57,manufacturing,474705.13,0.0
606,40,2025-06-01,105,2446093.84,support,0.0,0.0
607,17,2025-03-01,144,4960348.41,manufacturing,542160.36,0.0
608,6,2024-12-01,486,12535562.91,manufacturing,1232235.57,0.0
609,16,2025-12-01,405,10923982.46,sales,0.0,0.0
610,2,2025-09-01,254,8416570.9,finance,0.0,0.0
611,35,2024-09-01,307,10744471.79,support,0.0,0.0
612,6,2026-02-01,486,11300632.89,sales,0.0,0.0
613,29,2024-09-01,172,5159872.24,support,0.0,0.0
614,13,2025-02-01,415,10701815.61,operations,1601664.27,0.0
615,21,2026-03-01,88,2545646.96,sales,0.0,0.0
616,15,2024-06-01,487,13334105.42,support,0.0,0.0
617,28,2026-03-01,247,7711602.26,operations,1039697.5,0.0
618,38,2025-10-01,149,4052104.28,manufacturing,593347.49,435051.08
619,30,2025-07-01,418,9095097.42,operations,587176.94,0.0
620,11,2024-07-01,169,3582745.7,manufacturing,319603.24,0.0
621,48,2026-01-01,231,7504846.02,warehouse,883605.06,0.0
622,50,2024-07-01,497,12456312.77,manufacturing,1366725.66,0.0
623,5,2024-11-01,304,10006963.95,warehouse,1290249.34,1462460.94
624,13,2024-11-01,415,9664988.14,support,0.0,1489195.26
625,4,2024-06-01,159,3924212.33,HR,0.0,0.0
626,17,2024-09-01,144,3253983.04,warehouse,355185.33,0.0
627,39,2025-11-01,385,8214821.11,HR,0.0,1985307.51
628,41,2025-03-01,129,3780624.26,warehouse,378325.85,0.0
629,15,2025-01-01,487,15920738.23,HR,0.0,0.0
630,23,2025-04-01,191,3840633.41,HR,0.0,0.0
631,3,2025-08-01,252,6346614.78,HR,0.0,0.0
632,14,2025-06-01,152,4061309.52,manufacturing,230634.49,0.0
633,1,2025-04-01,398,12252145.61,support,0.0,0.0
634,3,2024-07-01,252,8179929.09,HR,0.0,0.0
635,16,2024-06-01,405,11936310.85,operations,905737.29,0.0
636,26,2025-04-01,465,13805197.11,operations,979756.76,0.0
637,45,2024-07-01,322,6640413.8,HR,0.0,0.0
638,41,2025-07-01,129,4402581.52,support,0.0,0.0
639,16,2025-10-01,405,8184281.01,HR,0.0,1318175.8
640,25,2025-05-01,84,2931211.87,sales,0.0,0.0
641,33,2025-11-01,171,4652759.38,operations,312685.12,683112.4
642,28,2025-12-01,247,5844938.17,manufacturing,551720.17,0.0
643,34,2025-04-01,411,12795183.85,sales,0.0,0.0
644,41,2024-07-01,129,3854954.92,support,0.0,0.0
645,7,2025-03-01,425,12551171.01,finance,0.0,0.0
646,49,2025-03-01,262,6469533.66,manufacturing,885493.26,0.0
647,21,2024-06-01,88,2956927.25,finance,0.0,0.0
648,27,2025-11-01,344,11675038.45,support,0.0,2800849.62
649,48,2025-04-01,231,5444002.76,manufacturing,286407.15,0.0
650,5,2025-06-01,304,6522683.8,manufacturing,859297.09,0.0
651,15,2024-07-01,487,15724069.87,sales,0.0,0.0
652,11,2025-11-01,169,5568261.54,warehouse,320259.74,695847.24
653,15,2025-10-01,487,9800493.08,operations,1225107.1,1835320.65
654,14,2026-01-01,152,4433363.43,warehouse,533386.43,0.0
655,22,2024-04-01,108,2601204.84,warehouse,252692.7,0.0
656,13,2025-06-01,415,8657935.66,HR,0.0,0.0
657,32,2025-06-01,463,12157603.83,finance,0.0,0.0
658,39,2024-12-01,385,9041099.16,manufacturing,878360.03,0.0
659,25,2024-11-01,84,2853943.98,finance,0.0,340950.69
660,12,2025-04-01,260,6975331.08,finance,0.0,0.0
661,27,2026-03-01,344,7390922.29,warehouse,587650.18,0.0
662,23,2025-09-01,191,5736338.01,operations,684307.03,0.0
663,26,2025-01-01,465,13769049.89,finance,0.0,0.0
664,21,2024-09-01,88,2873358.79,manufacturing,288588.85,0.0
665,19,2025-01-01,97,3228116.51,manufacturing,181066.95,0.0
666,41,2024-05-01,129,4416210.15,warehouse,242505.09,0.0
667,28,2024-07-01,247,6881563.69,sales,0.0,0.0
668,24,2025-11-01,205,4123947.1,finance,0.0,470848.97
669,21,2024-09-01,88,2378298.51,operations,183633.1,0.0
670,32,2025-01-01,463,11647123.59,warehouse,852228.03,0.0
671,4,2026-04-01,159,3254316.02,warehouse,236965.3,0.0
672,38,2025-07-01,149,3399626.89,HR,0.0,0.0
673,15,2024-10-01,487,12070518.31,manufacturing,1709298.75,2795578.7
674,2,2024-11-01,254,5886384.54,warehouse,404747.18,768872.19
675,10,2025-11-01,350,10826509.75,HR,0.0,2454223.2
676,31,2025-03-01,31,926967.19,support,0.0,0.0
677,28,2025-05-01,247,8418241.8,sales,0.0,0.0
678,1,2025-07-01,398,9958978.32,HR,0.0,0.0
679,45,2024-10-01,322,8053948.69,finance,0.0,1788779.4
680,48,2025-12-01,231,6758675.95,warehouse,987406.45,0.0
681,6,2025-05-01,486,12141098.37,sales,0.0,0.0
682,50,2025-03-01,497,16519567.65,manufacturing,2283744.35,0.0
683,4,2025-05-01,159,5061570.08,finance,0.0,0.0
684,3,2024-10-01,252,5984373.51,HR,0.0,678358.6
685,21,2025-10-01,88,2797605.16,manufacturing,192002.5,311527.57
686,39,2024-08-01,385,12438238.8,operations,774681.51,0.0
687,29,2026-02-01,172,4235526.02,manufacturing,359265.34,0.0
688,17,2025-10-01,144,2896748.15,sales,0.0,698619.69
689,33,2024-12-01,171,5191882.43,manufacturing,609027.86,0.0
690,16,2024-04-01,405,10654433.44,warehouse,1350552.21,0.0
691,48,2026-04-01,231,5812598.64,support,0.0,0.0
692,3,2025-10-01,252,8659264.03,manufacturing,652994.18,1561978.82
693,19,2024-07-01,97,3370182.35,HR,0.0,0.0
694,26,2024-08-01,465,11732925.67,HR,0.0,0.0
695,33,2025-12-01,171,4828532.8,manufacturing,304213.94,0.0
696,10,2024-12-01,350,8873262.01,warehouse,737105.94,0.0
697,49,2026-02-01,262,5379020.69,HR,0.0,0.0
698,29,2024-12-01,172,4264986.26,sales,0.0,0.0
699,46,2026-01-01,327,7475299.48,manufacturing,581086.55,0.0
700,11,2025-10-01,169,4455025.46,finance,0.0,613390.39
701,10,2024-09-01,350,9277138.75,sales,0.0,0.0
702,41,2025-01-01,129,4123479.71,operations,354655.28,0.0
703,11,2025-11-01,169,5434822.6,support,0.0,1277326.46
704,38,2025-04-01,149,4673517.59,operations,507235.86,0.0
705,44,2025-06-01,433,11168154.27,finance,0.0,0.0
706,28,2025-08-01,247,5765285.83,operations,588591.48,0.0
707,49,2024-11-01,262,6498878.33,sales,0.0,1336716.51
708,39,2024-04-01,385,8539279.72,operations,735399.53,0.0
709,40,2024-07-01,105,2427814.01,operations,227261.61,0.0
710,12,2024-05-01,260,6733196.12,HR,0.0,0.0
711,22,2025-07-01,108,2371304.83,finance,0.0,0.0
712,8,2024-08-01,372,10312560.77,HR,0.0,0.0
713,5,2024-06-01,304,7277414.02,finance,0.0,0.0
714,19,2024-10-01,97,2557549.0,HR,0.0,451785.72
715,18,2026-03-01,271,8439887.73,sales,0.0,0.0
716,16,2025-07-01,405,9944541.39,HR,0.0,0.0
717,5,2025-05-01,304,10538250.65,sales,0.0,0.0
718,5,2025-01-01,304,6420109.23,operations,714792.44,0.0
719,23,2024-05-01,191,5327492.32,operations,580744.01,0.0
720,45,2025-06-01,322,6460611.26,sales,0.0,0.0
721,42,2025-08-01,215,7312655.79,warehouse,923239.07,0.0
722,17,2025-01-01,144,4283712.06,finance,0.0,0.0
723,24,2024-10-01,205,5738348.0,finance,0.0,1284363.9
724,46,2025-03-01,327,9078816.95,manufacturing,920023.86,0.0
725,44,2025-06-01,433,9139687.77,support,0.0,0.0
726,38,2024-04-01,149,3678312.76,warehouse,510517.29,0.0
727,30,2025-10-01,418,8921103.62,finance,0.0,1883007.87
728,42,2025-11-01,215,4302576.98,sales,0.0,479997.22
729,12,2026-01-01,260,6079469.17,finance,0.0,0.0
730,8,2025-09-01,372,10049012.0,HR,0.0,0.0
731,44,2026-02-01,433,11281482.02,HR,0.0,0.0
732,34,2024-09-01,411,13652256.29,operations,811101.99,0.0
733,25,2026-01-01,84,2301851.75,finance,0.0,0.0
734,1,2025-11-01,398,9893148.42,HR,0.0,2386493.8
735,50,2025-02-01,497,12670228.53,support,0.0,0.0
736,24,2025-03-01,205,5955442.72,finance,0.0,0.0
737,2,2024-09-01,254,5101956.44,warehouse,370411.69,0.0
738,41,2025-12-01,129,3182249.3,warehouse,415807.33,0.0
739,19,2025-05-01,97,2147829.05,operations,307088.45,0.0
740,6,2024-07-01,486,15548290.83,HR,0.0,0.0
741,3,2024-09-01,252,5306927.27,manufacturing,737123.42,0.0
742,34,2024-09-01,411,9236968.58,warehouse,1106158.53,0.0
743,21,2024-09-01,88,1795434.62,sales,0.0,0.0
744,44,2025-11-01,433,10800546.62,operations,1071096.93,2013504.39
745,43,2024-05-01,275,5979651.3,finance,0.0,0.0
746,29,2025-03-01,172,4060261.74,operations,511844.74,0.0
747,11,2024-07-01,169,5577588.66,support,0.0,0.0
748,1,2024-04-01,398,9407146.46,manufacturing,960425.82,0.0
749,49,2025-11-01,262,6577630.44,manufacturing,911169.33,1582093.12
750,31,2024-04-01,31,781588.52,finance,0.0,0.0
751,17,2024-05-01,144,4989244.27,sales,0.0,0.0
752,34,2024-05-01,411,10060039.01,finance,0.0,0.0
753,41,2025-03-01,129,3108214.95,finance,0.0,0.0
754,43,2026-01-01,275,7792948.04,manufacturing,670452.23,0.0
755,16,2024-12-01,405,14026167.11,warehouse,1982494.42,0.0
756,32,2024-04-01,463,10343892.0,finance,0.0,0.0
757,8,2025-02-01,372,12470879.47,manufacturing,1837503.75,0.0
758,37,2024-06-01,118,2628457.05,sales,0.0,0.0
759,38,2025-10-01,149,4421432.4,manufacturing,625272.73,973516.91
760,27,2025-06-01,344,8410084.75,sales,0.0,0.0
761,17,2024-05-01,144,3862415.75,sales,0.0,0.0
762,11,2024-12-01,169,4111025.7,HR,0.0,0.0
763,42,2024-12-01,215,6011085.79,support,0.0,0.0
764,29,2026-03-01,172,5320822.09,operations,774468.28,0.0
765,49,2024-05-01,262,9037054.27,HR,0.0,0.0
766,43,2025-07-01,275,6514440.33,HR,0.0,0.0
767,21,2026-01-01,88,2225517.09,sales,0.0,0.0
768,49,2025-02-01,262,9127408.96,finance,0.0,0.0
769,41,2025-03-01,129,4356649.06,support,0.0,0.0
770,17,2025-03-01,144,3225092.44,manufacturing,368373.28,0.0
771,3,2025-05-01,252,5609589.23,sales,0.0,0.0
772,45,2025-09-01,322,9627266.29,finance,0.0,0.0
773,13,2025-09-01,415,11868325.04,warehouse,640505.15,0.0
774,13,2025-03-01,415,9738294.48,HR,0.0,0.0
775,48,2025-11-01,231,6433611.38,manufacturing,755959.19,886475.74
776,34,2025-06-01,411,13249051.68,finance,0.0,0.0
777,33,2024-09-01,171,3615147.93,operations,262475.62,0.0
778,44,2024-09-01,433,10969704.34,support,0.0,0.0
779,14,2024-07-01,152,4553694.29,finance,0.0,0.0
780,17,2024-08-01,144,3131930.68,operations,362483.23,0.0
781,27,2024-10-01,344,10833294.24,support,0.0,1904087.76
782,26,2026-03-01,465,11747235.79,finance,0.0,0.0
783,11,2026-03-01,169,4651965.49,finance,0.0,0.0
784,2,2025-09-01,254,7832823.81,warehouse,422335.65,0.0
785,1,2025-08-01,398,10337695.61,operations,619257.55,0.0
786,9,2025-11-01,201,5696645.95,support,0.0,805553.92
787,33,2025-05-01,171,5575717.17,sales,0.0,0.0
788,23,2025-03-01,191,4255683.5,operations,336949.86,0.0
789,2,2024-06-01,254,8218625.49,warehouse,902217.9,0.0
790,21,2025-04-01,88,3076037.6,manufacturing,297124.06,0.0
791,22,2024-12-01,108,2505252.65,warehouse,229599.85,0.0
792,25,2025-08-01,84,2907107.03,support,0.0,0.0
793,17,2025-12-01,144,5022036.32,finance,0.0,0.0
794,9,2026-02-01,201,5763244.16,HR,0.0,0.0
795,37,2025-06-01,118,4062301.96,HR,0.0,0.0
796,3,2025-05-01,252,5288885.05,warehouse,481042.74,0.0
797,15,2025-10-01,487,15614382.74,HR,0.0,3727901.91
798,40,2025-03-01,105,3669895.08,operations,284733.17,0.0
799,9,2026-03-01,201,4370301.93,warehouse,378877.13,0.0
800,44,2025-09-01,433,10450227.19,HR,0.0,0.0
801,13,2025-10-01,415,11149477.65,sales,0.0,2263354.88
802,1,2025-02-01,398,8412088.95,finance,0.0,0.0
803,23,2024-12-01,191,4221551.53,manufacturing,406433.89,0.0
804,45,2024-10-01,322,10528875.54,HR,0.0,1780737.49
805,38,2024-07-01,149,4621413.19,HR,0.0,0.0
806,10,2025-06-01,350,8820258.34,finance,0.0,0.0
807,48,2024-07-01,231,7572582.13,support,0.0,0.0
808,35,2024-10-01,307,7614582.63,finance,0.0,1736119.62
809,3,2024-07-01,252,6030065.22,operations,681442.21,0.0
810,29,2024-11-01,172,3895731.52,warehouse,435735.94,815645.76
811,31,2026-02-01,31,746038.84,manufacturing,49630.46,0.0
812,34,2026-01-01,411,12081962.6,warehouse,818815.14,0.0
813,19,2025-12-01,97,2408281.66,warehouse,224942.93,0.0
814,27,2025-07-01,344,10821330.52,HR,0.0,0.0
815,35,2025-03-01,307,10049438.6,warehouse,676342.34,0.0
816,23,2024-12-01,191,6051010.74,support,0.0,0.0
817,26,2025-04-01,465,11873241.0,operations,1046066.21,0.0
818,16,2024-09-01,405,10001259.62,sales,0.0,0.0
819,6,2024-09-01,486,16764503.78,warehouse,1753278.44,0.0
820,49,2024-10-01,262,8432655.77,operations,1014302.28,1087368.61
821,42,2025-09-01,215,6755820.48,warehouse,1004750.58,0.0
822,6,2025-08-01,486,12943147.82,warehouse,1294918.65,0.0
823,6,2025-10-01,486,15369208.14,support,0.0,2457127.37
824,3,2025-09-01,252,7444547.42,manufacturing,425704.3,0.0
825,19,2026-01-01,97,2500456.67,operations,258470.95,0.0
826,50,2024-05-01,497,11997866.64,manufacturing,743465.51,0.0
827,38,2024-12-01,149,4750008.12,warehouse,318140.75,0.0
828,34,2025-01-01,411,11198380.44,operations,1377715.17,0.0
829,19,2025-11-01,97,3088803.22,sales,0.0,546677.4
830,43,2025-06-01,275,5802610.07,HR,0.0,0.0
831,24,2024-04-01,205,6252067.15,HR,0.0,0.0
832,34,2025-07-01,411,11493689.87,manufacturing,746222.34,0.0
833,31,2024-07-01,31,710287.7,sales,0.0,0.0
834,2,2024-09-01,254,8644261.84,HR,0.0,0.0
835,21,2025-06-01,88,2674736.46,support,0.0,0.0
836,28,2024-04-01,247,5176010.11,warehouse,377679.46,0.0
837,26,2025-11-01,465,12636740.04,support,0.0,1710476.8
838,46,2024-06-01,327,7312657.26,warehouse,835066.17,0.0
839,31,2024-09-01,31,724584.25,support,0.0,0.0
840,10,2025-06-01,350,8492451.66,sales,0.0,0.0
841,9,2025-07-01,201,6725955.22,warehouse,1001494.2,0.0
842,2,2024-08-01,254,5659527.38,manufacturing,450088.0,0.0
843,45,2025-04-01,322,9119013.27,sales,0.0,0.0
844,23,2025-04-01,191,5383011.44,sales,0.0,0.0
845,6,2025-09-01,486,9831956.28,manufacturing,1137452.13,0.0
846,14,2024-07-01,152,4051878.8,HR,0.0,0.0
847,42,2025-06-01,215,5456703.88,sales,0.0,0.0
848,21,2024-05-01,88,2336034.48,HR,0.0,0.0
849,49,2025-10-01,262,8684602.93,HR,0.0,1548989.77
850,7,2024-10-01,425,13201524.51,HR,0.0,1650550.45
851,30,2024-04-01,418,10977011.65,manufacturing,963949.95,0.0
852,30,2024-08-01,418,12040319.27,HR,0.0,0.0
853,32,2025-01-01,463,13283225.01,operations,1570489.09,0.0
854,39,2024-12-01,385,13136352.34,warehouse,837877.62,0.0
855,6,2024-11-01,486,12391430.23,manufacturing,901891.47,1612541.33
856,25,2024-11-01,84,2519044.52,HR,0.0,455165.87
857,18,2026-01-01,271,8823464.45,HR,0.0,0.0
858,4,2026-02-01,159,4408905.18,warehouse,368198.96,0.0
859,22,2024-09-01,108,3474754.13,support,0.0,0.0
860,49,2024-08-01,262,6938615.47,operations,429629.72,0.0
861,7,2024-09-01,425,14432687.17,support,0.0,0.0
862,30,2024-08-01,418,13026222.08,warehouse,1047314.91,0.0
863,39,2025-12-01,385,10514058.92,manufacturing,1277411.74,0.0
864,44,2025-03-01,433,9038307.48,manufacturing,802253.21,0.0
865,31,2024-09-01,31,724318.53,warehouse,89480.45,0.0
866,33,2025-02-01,171,5509146.17,finance,0.0,0.0
867,42,2025-02-01,215,6346020.19,finance,0.0,0.0
868,1,2024-11-01,398,12551423.08,finance,0.0,2210167.77
869,18,2026-02-01,271,8217242.95,operations,465165.14,0.0
870,7,2024-07-01,425,9332833.32,sales,0.0,0.0
871,27,2025-02-01,344,10335289.62,HR,0.0,0.0
872,17,2025-06-01,144,3336661.67,operations,184126.34,0.0
873,16,2024-10-01,405,9411230.86,support,0.0,962516.15
874,5,2025-06-01,304,9779555.51,operations,955928.57,0.0
875,19,2025-04-01,97,2814807.3,operations,176852.41,0.0
876,13,2025-01-01,415,12973345.94,HR,0.0,0.0
877,16,2024-09-01,405,13650427.39,finance,0.0,0.0
878,36,2025-04-01,275,6722579.71,finance,0.0,0.0
879,7,2026-03-01,425,10751282.26,manufacturing,544774.96,0.0
880,4,2024-07-01,159,4162918.14,warehouse,609255.76,0.0
881,7,2024-11-01,425,13861295.78,support,0.0,2127986.66
882,12,2025-01-01,260,7363589.32,operations,866237.79,0.0
883,37,2025-06-01,118,3371021.03,manufacturing,458594.58,0.0
884,46,2024-12-01,327,8623556.46,finance,0.0,0.0
885,32,2025-03-01,463,14591030.85,HR,0.0,0.0
886,50,2025-02-01,497,14902108.07,sales,0.0,0.0
887,6,2026-01-01,486,13644291.05,operations,1419190.59,0.0
888,5,2026-02-01,304,8978006.04,sales,0.0,0.0
889,8,2024-10-01,372,11403281.9,operations,820666.6,1979929.51
