expense_id,business_id,expense_name,expense_category,amount,expense_date,recurring,frequency,supplier_name,importance
779,46,Raw materials Payment,raw materials,182164.46,2024-10-22,True,weekly,"Sawhney, Parmer and Bera",medium
780,22,Warehouse Payment,warehouse,253114.63,2025-01-08,False,,Bera Inc,critical
781,24,Software Payment,software,25319.47,2024-10-13,True,weekly,Kadakia-Rajagopalan,low
782,37,Internet Payment,internet,28364.33,2025-07-27,False,,Raghavan-Nayak,low
783,9,Employee welfare Payment,employee welfare,45610.13,2024-04-11,True,quarterly,Bhandari-Bose,low
784,50,Electricity Payment,electricity,5552.68,2024-07-13,False,,"Dar, Desai and Guha",low
785,6,Electricity Payment,electricity,38543.66,2025-08-11,True,daily,"Sharaf, Kohli and Bajwa",high
786,24,Software Payment,software,14605.26,2024-11-28,True,monthly,Agarwal-Ramesh,high
787,29,Transportation Payment,transportation,47504.62,2026-02-15,False,,Oak-Batra,critical
788,15,Internet Payment,internet,45691.16,2024-04-19,False,,Ramanathan-Handa,medium
789,36,Fuel Payment,fuel,35427.09,2025-07-13,False,,"Ghose, Ahluwalia and Gara",low
790,12,Raw materials Payment,raw materials,112012.83,2024-05-27,True,weekly,"Kala, Natt and Gulati",high
791,24,Rent Payment,rent,283160.14,2025-04-11,True,weekly,Korpal PLC,critical
792,1,Maintenance Payment,maintenance,24021.89,2025-07-18,True,daily,Suresh-Amble,critical
793,13,Tax Payment,tax,45535.37,2024-05-31,False,,Vaidya-Mody,low
794,39,Employee welfare Payment,employee welfare,10694.9,2025-03-20,False,,Bhatnagar-Divan,high
795,3,Fuel Payment,fuel,2849.79,2025-12-17,True,daily,Issac Group,critical
796,5,Employee welfare Payment,employee welfare,23656.2,2025-09-06,True,weekly,Chahal and Sons,medium
797,46,Electricity Payment,electricity,1918.28,2024-11-09,False,,"Char, Bora and Dey",low
798,50,Maintenance Payment,maintenance,30484.39,2024-12-30,True,monthly,"Bhat, Narang and Gokhale",low
799,40,Software Payment,software,12525.2,2025-11-20,True,daily,Parekh PLC,high
800,28,Software Payment,software,9798.2,2024-11-14,True,weekly,Chacko-Bhatia,critical
801,25,Internet Payment,internet,37276.66,2024-06-08,False,,Guha PLC,low
802,27,Electricity Payment,electricity,9687.86,2026-04-03,True,quarterly,"Narayan, Sodhi and Ratti",high
803,1,Internet Payment,internet,14706.17,2024-12-19,False,,Oak-Deshmukh,low
804,41,Rent Payment,rent,394862.67,2026-02-01,False,,Roy-Sawhney,medium
805,37,Internet Payment,internet,9287.38,2024-08-13,True,monthly,"Sehgal, Atwal and Bhattacharyya",medium
806,24,Maintenance Payment,maintenance,48905.3,2025-11-12,True,quarterly,"Bhatti, Kapur and Master",high
807,15,Electricity Payment,electricity,41070.38,2025-08-07,False,,"Sankar, Kaur and Borra",critical
808,42,Software Payment,software,38986.21,2025-10-24,True,daily,"Toor, Bawa and Mammen",low
809,15,Employee welfare Payment,employee welfare,61550.14,2026-03-10,True,daily,Naidu Ltd,high
810,13,Employee welfare Payment,employee welfare,4800.02,2025-10-18,False,,Saraf Inc,high
811,30,Tax Payment,tax,46818.57,2024-11-04,True,weekly,Ahuja-Ganesan,medium
812,30,Software Payment,software,80214.34,2024-09-25,True,monthly,Batra-Vig,high
813,22,Electricity Payment,electricity,27305.48,2025-12-19,True,weekly,Ramaswamy-Gole,low
814,21,Warehouse Payment,warehouse,270856.69,2025-11-28,False,,Bansal-Batra,high
815,47,Rent Payment,rent,340301.63,2024-12-01,False,,Trivedi-Bahri,low
816,9,Internet Payment,internet,8799.26,2024-04-30,False,,"Borra, Grover and Karan",low
817,49,Employee welfare Payment,employee welfare,22287.92,2026-02-22,True,monthly,Kibe Inc,critical
818,48,Electricity Payment,electricity,23776.26,2025-06-09,True,monthly,"Uppal, Zacharia and Issac",low
819,40,Rent Payment,rent,382633.61,2024-11-23,False,,De Ltd,high
820,20,Maintenance Payment,maintenance,9618.28,2025-08-01,False,,"Baria, Tak and Sule",low
821,49,Employee welfare Payment,employee welfare,5677.26,2024-09-29,True,quarterly,"Mukhopadhyay, Dash and Dayal",medium
822,13,Maintenance Payment,maintenance,26702.62,2024-06-06,False,,Dixit and Sons,low
823,45,Electricity Payment,electricity,46442.09,2024-10-24,True,monthly,Jayaraman and Sons,medium
824,36,Software Payment,software,45984.96,2025-05-01,True,quarterly,"Tella, Hari and Rege",medium
825,22,Transportation Payment,transportation,16167.07,2025-08-09,True,quarterly,Arora-Tella,low
826,4,Electricity Payment,electricity,72623.07,2025-09-03,True,daily,Subramaniam PLC,medium
827,33,Employee welfare Payment,employee welfare,9370.37,2025-11-20,False,,"Master, Garde and Ratta",low
828,1,Fuel Payment,fuel,48810.83,2024-11-22,True,daily,Sabharwal-Mander,high
829,23,Rent Payment,rent,217464.77,2025-04-13,True,weekly,Choudhary PLC,high
830,38,Software Payment,software,45324.08,2024-05-24,True,weekly,Dash-Sharaf,high
831,11,Rent Payment,rent,381356.24,2025-12-30,True,weekly,Dayal-Hegde,medium
832,42,Employee welfare Payment,employee welfare,26847.64,2025-09-16,True,monthly,Peri-Hegde,high
833,20,Transportation Payment,transportation,30176.08,2024-12-23,False,,Hayre Ltd,high
834,11,Employee welfare Payment,employee welfare,34785.72,2024-07-22,True,weekly,Ram-Sahota,low
835,48,Software Payment,software,37942.31,2025-07-16,True,daily,Rajagopal-Mittal,low
836,44,Maintenance Payment,maintenance,39613.62,2025-09-30,False,,Panchal PLC,high
837,13,Tax Payment,tax,70504.59,2026-03-16,True,daily,Kalita-Sachdev,low
838,13,Employee welfare Payment,employee welfare,52147.95,2025-09-26,False,,Samra-Thakkar,medium
839,17,Warehouse Payment,warehouse,132371.68,2025-04-09,True,weekly,Kade-Ratta,high
840,15,Tax Payment,tax,24480.37,2024-12-15,True,quarterly,Rege LLC,low
841,18,Software Payment,software,26804.63,2025-01-13,False,,Yadav-Solanki,low
842,42,Maintenance Payment,maintenance,46128.67,2025-03-10,True,monthly,Butala-Krishna,high
843,43,Electricity Payment,electricity,27121.01,2026-02-26,True,weekly,Sarin-Bedi,medium
844,38,Transportation Payment,transportation,6209.33,2024-10-13,True,weekly,Chand Inc,medium
845,49,Internet Payment,internet,2717.21,2026-02-10,True,weekly,Kakar PLC,high
846,50,Raw materials Payment,raw materials,328832.93,2024-05-25,False,,Das-Sur,critical
847,29,Transportation Payment,transportation,24113.79,2026-02-19,True,weekly,Bawa Ltd,low
848,34,Software Payment,software,40479.72,2025-03-24,True,quarterly,"Sathe, Ram and Singh",medium
849,14,Tax Payment,tax,26972.77,2024-10-24,False,,"Pandit, Anne and Guha",critical
850,3,Transportation Payment,transportation,9621.29,2024-10-25,True,daily,Muni Group,critical
851,19,Warehouse Payment,warehouse,499300.19,2025-07-24,False,,Chana Group,high
852,23,Employee welfare Payment,employee welfare,49645.51,2025-06-03,False,,Kant PLC,high
853,19,Raw materials Payment,raw materials,414889.76,2025-10-29,False,,Chana-Venkatesh,high
854,30,Raw materials Payment,raw materials,376943.97,2026-04-03,True,monthly,Balakrishnan Ltd,low
855,27,Electricity Payment,electricity,5396.65,2026-01-17,False,,"Deol, Madan and Aggarwal",low
856,20,Employee welfare Payment,employee welfare,4292.86,2025-12-02,False,,Dewan Group,medium
857,5,Employee welfare Payment,employee welfare,1657.03,2025-06-07,True,weekly,Shanker Inc,low
858,11,Maintenance Payment,maintenance,26933.69,2025-06-08,False,,"Mishra, Shukla and Minhas",critical
859,10,Employee welfare Payment,employee welfare,37312.44,2024-07-07,False,,Lad PLC,critical
860,29,Raw materials Payment,raw materials,80877.67,2026-03-26,True,monthly,Mahajan Ltd,medium
861,18,Software Payment,software,5517.77,2025-07-31,True,daily,Chandra-Sarraf,critical
862,27,Raw materials Payment,raw materials,575995.18,2025-09-08,False,,"Narang, Bajwa and Grover",medium
863,40,Fuel Payment,fuel,60837.52,2024-09-22,False,,Banik LLC,critical
864,40,Maintenance Payment,maintenance,53901.74,2024-09-05,False,,Badami-Das,low
865,41,Fuel Payment,fuel,14465.97,2024-08-26,True,weekly,Hora-Dubey,high
866,1,Tax Payment,tax,28051.4,2024-10-09,False,,Kade-Suresh,low
867,17,Tax Payment,tax,31890.17,2026-03-06,True,monthly,Prakash-Kaul,medium
868,46,Raw materials Payment,raw materials,483630.19,2025-04-25,False,,Thaker and Sons,critical
869,33,Maintenance Payment,maintenance,62667.8,2026-03-06,False,,"Mitter, Deep and Keer",medium
870,40,Raw materials Payment,raw materials,100865.46,2024-10-15,True,weekly,Lad-Khalsa,medium
871,38,Electricity Payment,electricity,5352.22,2024-07-15,True,quarterly,De-Nigam,high
872,20,Electricity Payment,electricity,47290.76,2025-11-30,False,,Suresh-Raval,low
873,19,Tax Payment,tax,11544.22,2026-01-09,False,,"Trivedi, Singh and Tailor",high
874,44,Software Payment,software,46078.41,2026-02-22,False,,"Tripathi, Iyengar and Sastry",medium
875,10,Raw materials Payment,raw materials,541674.83,2025-03-20,False,,Barad and Sons,high
876,40,Rent Payment,rent,254313.08,2024-04-30,True,quarterly,Edwin-Dube,low
877,21,Tax Payment,tax,35732.54,2025-12-18,False,,Gour-Kamdar,critical
878,20,Fuel Payment,fuel,22261.05,2024-12-18,False,,"Edwin, Bhargava and Thakur",medium
879,26,Employee welfare Payment,employee welfare,907.39,2025-01-24,True,quarterly,"Behl, Dua and Nori",high
880,23,Software Payment,software,60970.57,2024-09-05,True,quarterly,Char Inc,critical
881,11,Rent Payment,rent,145383.28,2024-10-07,True,quarterly,Tiwari Inc,medium
882,15,Tax Payment,tax,43182.6,2025-08-08,True,quarterly,Narayanan-Wagle,high
883,19,Rent Payment,rent,183214.96,2024-11-07,True,quarterly,Saran-Manda,high
884,45,Electricity Payment,electricity,45612.46,2024-07-06,True,daily,Tella Group,low
885,5,Software Payment,software,26607.79,2024-06-13,False,,"Iyer, Pingle and Venkataraman",medium
886,2,Tax Payment,tax,15276.99,2024-07-15,False,,Nayar and Sons,medium
887,18,Tax Payment,tax,9098.21,2025-10-01,False,,"Prakash, Bal and Korpal",medium
888,34,Fuel Payment,fuel,27229.26,2025-05-11,True,monthly,Rout-Jha,critical
889,30,Rent Payment,rent,276568.44,2025-06-19,False,,"Sarna, Agrawal and Saxena",high
890,46,Maintenance Payment,maintenance,46311.56,2025-12-27,True,daily,Srinivasan-Devi,high
891,43,Rent Payment,rent,434486.42,2024-07-12,True,quarterly,"Chand, Bhalla and Goswami",critical
892,2,Electricity Payment,electricity,43811.84,2025-03-14,False,,Sahota Group,medium
893,5,Transportation Payment,transportation,40196.92,2025-08-20,True,weekly,"Prashad, Uppal and Tella",high
894,11,Maintenance Payment,maintenance,23134.83,2025-05-12,True,quarterly,Singh-Iyer,high
895,46,Tax Payment,tax,6923.24,2025-11-29,True,monthly,Reddy PLC,high
896,38,Software Payment,software,15659.73,2025-12-09,False,,Pandya Group,critical
897,20,Raw materials Payment,raw materials,87925.73,2024-05-16,True,weekly,"Sangha, Golla and Choudhary",medium
898,8,Maintenance Payment,maintenance,29884.1,2026-01-10,False,,Swamy-Ravel,low
899,23,Tax Payment,tax,25549.18,2026-01-20,True,monthly,"Chawla, Sani and Chand",critical
900,6,Raw materials Payment,raw materials,544622.29,2025-09-28,False,,"Nagi, Chaudhari and Garg",low
901,43,Internet Payment,internet,30451.21,2026-01-14,True,quarterly,"Nayar, Kuruvilla and Kohli",low
902,19,Transportation Payment,transportation,20893.59,2024-07-28,True,weekly,Sankar-Pal,medium
903,1,Rent Payment,rent,223643.69,2026-01-30,False,,Aurora Group,critical
904,10,Maintenance Payment,maintenance,41543.06,2025-10-05,True,weekly,Varkey-Wason,critical
905,9,Software Payment,software,34766.99,2025-10-30,False,,Natarajan-Chaudry,low
906,12,Software Payment,software,38443.3,2024-10-03,False,,"Issac, Koshy and Dubey",low
907,5,Maintenance Payment,maintenance,40951.89,2026-01-17,True,monthly,Kapur and Sons,low
908,39,Maintenance Payment,maintenance,25838.17,2024-09-07,False,,"Saxena, Dhaliwal and Pandey",critical
909,11,Rent Payment,rent,354820.67,2025-08-12,True,daily,"Hegde, Krishnamurthy and Rajagopal",medium
910,48,Transportation Payment,transportation,11574.75,2024-10-08,False,,Kumar Inc,high
911,29,Tax Payment,tax,2338.11,2025-11-17,False,,D’Alia and Sons,high
912,19,Fuel Payment,fuel,47270.22,2024-08-11,True,weekly,"Sani, Zacharia and Agrawal",high
913,48,Software Payment,software,2528.82,2025-01-25,False,,Kalla-Chahal,low
914,24,Electricity Payment,electricity,29392.34,2026-01-16,False,,Morar-Shah,medium
915,42,Warehouse Payment,warehouse,243986.92,2025-07-06,True,weekly,Purohit-Bir,low
916,4,Software Payment,software,30624.8,2025-07-12,False,,Dugal-Sheth,critical
917,39,Software Payment,software,30595.14,2026-02-24,False,,Borde Group,critical
918,8,Internet Payment,internet,15869.96,2024-07-10,True,quarterly,"Pau, Prasad and Baral",critical
919,19,Warehouse Payment,warehouse,275841.9,2025-12-18,True,weekly,Pradhan-Mittal,critical
920,23,Rent Payment,rent,363254.43,2024-08-22,True,monthly,"Dass, Bava and Singh",medium
921,20,Fuel Payment,fuel,33044.24,2025-01-05,True,daily,Soman Ltd,low
922,35,Rent Payment,rent,455775.71,2025-06-15,False,,"Gaba, Bail and Rai",high
923,12,Internet Payment,internet,43747.79,2024-04-27,True,daily,"Balay, Chada and Rastogi",medium
924,7,Tax Payment,tax,47296.76,2025-09-05,True,quarterly,Varghese-Bhargava,low
925,43,Fuel Payment,fuel,42891.41,2025-09-12,False,,"Gopal, Choudhury and Savant",low
926,38,Maintenance Payment,maintenance,6994.4,2026-01-07,True,weekly,Vasa-Rajagopalan,low
927,30,Fuel Payment,fuel,41736.1,2024-12-10,True,daily,Upadhyay-Pandya,medium
928,6,Tax Payment,tax,25173.72,2025-07-25,True,daily,Chaudhari Ltd,high
929,9,Electricity Payment,electricity,42347.61,2025-04-23,True,daily,Dhar Inc,high
930,42,Transportation Payment,transportation,34608.82,2025-07-18,True,weekly,Bhattacharyya Ltd,medium
931,45,Maintenance Payment,maintenance,26951.35,2025-04-01,False,,"Vala, Singh and Doctor",high
932,3,Warehouse Payment,warehouse,80110.56,2026-02-01,False,,Kaur-Bhalla,high
933,26,Raw materials Payment,raw materials,212229.63,2025-03-04,False,,Deo-Basak,medium
934,1,Employee welfare Payment,employee welfare,45749.97,2025-12-27,True,quarterly,Ratti LLC,critical
935,41,Employee welfare Payment,employee welfare,31982.68,2024-07-07,True,monthly,Hegde-Pau,high
936,29,Transportation Payment,transportation,24013.19,2024-05-08,True,monthly,Arya-Sarin,high
937,4,Raw materials Payment,raw materials,407768.9,2026-03-17,False,,"Keer, Kari and Khare",critical
938,24,Maintenance Payment,maintenance,38265.19,2024-12-17,False,,Lanka-Buch,high
939,17,Rent Payment,rent,381984.8,2025-11-25,True,weekly,Korpal PLC,critical
940,43,Raw materials Payment,raw materials,358124.33,2025-03-07,True,quarterly,Vasa Group,high
941,5,Rent Payment,rent,429401.7,2025-01-20,True,daily,Kurian-Bhagat,low
942,23,Maintenance Payment,maintenance,34804.73,2025-09-13,True,monthly,"Sha, Ramachandran and Shroff",medium
943,32,Software Payment,software,13656.28,2024-10-03,False,,"Prakash, Patla and Atwal",critical
944,9,Rent Payment,rent,316272.96,2024-11-27,True,quarterly,"Sastry, Bahri and Nagar",low
945,31,Fuel Payment,fuel,28536.67,2026-01-24,True,quarterly,Bahl Group,medium
946,25,Tax Payment,tax,13691.03,2024-04-23,True,quarterly,Sen Inc,critical
947,10,Maintenance Payment,maintenance,11479.98,2024-05-20,False,,Dash LLC,high
948,1,Transportation Payment,transportation,3105.57,2025-10-07,True,weekly,Mistry-Parmer,low
949,31,Fuel Payment,fuel,48644.81,2025-06-25,False,,"Gulati, Bains and Randhawa",medium
950,32,Tax Payment,tax,68443.65,2025-03-08,True,monthly,"Chowdhury, Som and Borde",critical
951,44,Tax Payment,tax,5066.24,2025-05-24,False,,"Divan, Edwin and Goyal",low
952,37,Raw materials Payment,raw materials,226149.82,2025-04-02,False,,Pau-Sem,low
953,7,Internet Payment,internet,35866.89,2026-02-05,True,monthly,"Bansal, Dixit and Iyer",critical
954,27,Internet Payment,internet,18823.53,2025-11-19,True,daily,"Upadhyay, Krishnan and Chandra",medium
955,35,Warehouse Payment,warehouse,480532.87,2025-09-13,False,,Walia-Swamy,high
956,39,Raw materials Payment,raw materials,292890.4,2025-04-19,False,,"Sabharwal, Wason and Bava",medium
957,44,Employee welfare Payment,employee welfare,39746.29,2024-12-25,True,daily,Parmer-Sagar,critical
958,13,Warehouse Payment,warehouse,499224.74,2024-10-27,False,,Dutta-Chauhan,critical
959,22,Electricity Payment,electricity,54875.18,2026-03-30,False,,Narula Ltd,low
960,34,Tax Payment,tax,16777.45,2025-11-24,False,,Sethi-Bahl,high
961,18,Fuel Payment,fuel,22331.42,2025-11-05,False,,Badal LLC,low
962,41,Transportation Payment,transportation,42274.94,2026-03-18,False,,D’Alia-Bhatnagar,medium
963,29,Maintenance Payment,maintenance,7417.8,2025-09-10,False,,"Sethi, Gole and Dugar",medium
964,27,Employee welfare Payment,employee welfare,19521.01,2025-06-14,True,quarterly,Datta Group,high
965,3,Fuel Payment,fuel,23704.19,2024-09-14,False,,Khurana-Acharya,critical
966,15,Rent Payment,rent,107632.02,2025-06-15,True,weekly,"Divan, Sahni and Mannan",medium
967,1,Electricity Payment,electricity,10518.33,2025-05-28,False,,"Kumer, Randhawa and Padmanabhan",low
968,46,Internet Payment,internet,37693.67,2025-11-08,True,weekly,"Joshi, Raju and Sagar",medium
969,32,Rent Payment,rent,425566.54,2026-02-14,False,,"Sheth, Ramachandran and Koshy",low
970,48,Maintenance Payment,maintenance,37158.4,2025-02-15,False,,Vasa-Yadav,low
971,42,Employee welfare Payment,employee welfare,21141.18,2025-10-08,True,weekly,Mall-Batra,low
972,30,Electricity Payment,electricity,25804.5,2026-01-04,False,,Singh Ltd,medium
973,8,Electricity Payment,electricity,40806.25,2025-02-06,False,,"Chand, Karan and Kadakia",critical
974,35,Software Payment,software,2403.17,2024-08-10,False,,Contractor and Sons,medium
975,50,Software Payment,software,9897.21,2026-02-20,False,,"Suresh, Ramesh and Rout",medium
976,17,Rent Payment,rent,398153.02,2025-10-27,True,quarterly,Brar-Puri,low
977,38,Rent Payment,rent,494767.97,2024-11-10,False,,Suri-Aggarwal,medium
978,9,Fuel Payment,fuel,30921.61,2024-04-23,True,daily,"Ben, Bhasin and Kapoor",medium
979,17,Rent Payment,rent,361799.6,2025-04-28,False,,"Chandran, Srinivasan and Varma",low
980,48,Internet Payment,internet,8100.08,2025-02-22,False,,"Bhasin, Warrior and Dutta",low
981,33,Employee welfare Payment,employee welfare,39699.62,2024-07-28,False,,"Goyal, Nagar and Sankar",critical
982,38,Fuel Payment,fuel,38757.2,2025-06-17,False,,"Mani, Mital and Handa",high
983,42,Warehouse Payment,warehouse,315109.76,2025-12-30,False,,Comar-Saha,critical
984,19,Software Payment,software,34083.94,2025-11-20,False,,Khurana-Minhas,high
985,12,Rent Payment,rent,225920.76,2025-01-15,True,daily,Dass-Ganesh,high
986,40,Internet Payment,internet,30054.36,2026-04-04,True,daily,"Chander, Pathak and Baria",critical
987,24,Fuel Payment,fuel,16022.84,2024-05-23,False,,Chaudhuri-Srinivasan,critical
988,40,Fuel Payment,fuel,31920.61,2025-11-29,False,,Borra-Sankaran,low
989,4,Software Payment,software,35271.14,2025-05-14,False,,Lata Group,high
990,21,Electricity Payment,electricity,49387.67,2025-12-30,True,quarterly,Peri-Savant,medium
991,5,Internet Payment,internet,7002.99,2025-07-25,False,,Raju LLC,low
992,3,Warehouse Payment,warehouse,175545.38,2025-07-14,False,,"Sankaran, Gokhale and Deshmukh",critical
993,49,Employee welfare Payment,employee welfare,24203.74,2025-06-13,False,,Narayanan PLC,low
994,32,Transportation Payment,transportation,35735.76,2025-12-30,False,,"Ghosh, Narang and Kulkarni",high
995,26,Fuel Payment,fuel,10518.3,2026-02-21,True,quarterly,Sethi-Dugar,medium
996,34,Tax Payment,tax,21625.83,2024-10-05,True,quarterly,"Bhat, Raman and Chopra",high
997,5,Fuel Payment,fuel,31631.84,2026-03-15,False,,Upadhyay-Nagar,critical
998,39,Transportation Payment,transportation,3292.44,2024-06-16,False,,"Kaul, Bala and Khanna",medium
999,28,Maintenance Payment,maintenance,71324.51,2024-09-08,True,quarterly,"Bhattacharyya, Wali and Kibe",low
1000,14,Internet Payment,internet,15727.83,2024-06-17,False,,Sarin-Gala,low
1001,39,Fuel Payment,fuel,4250.22,2025-05-08,False,,Chhabra-Merchant,high
1002,9,Employee welfare Payment,employee welfare,16666.28,2025-02-19,False,,Arora-Chaudhary,critical
1003,37,Warehouse Payment,warehouse,299376.27,2025-02-13,False,,Chandran LLC,low
1004,4,Maintenance Payment,maintenance,45292.3,2024-09-08,False,,"Arya, Padmanabhan and Nagarajan",medium
1005,28,Employee welfare Payment,employee welfare,11780.75,2025-11-19,False,,Mutti Ltd,low
1006,38,Warehouse Payment,warehouse,113760.33,2025-06-01,False,,Saxena LLC,medium
1007,8,Rent Payment,rent,50183.04,2025-01-06,False,,Gala LLC,critical
1008,49,Employee welfare Payment,employee welfare,8547.4,2025-11-03,False,,Dey and Sons,low
1009,33,Fuel Payment,fuel,28855.21,2025-01-27,False,,Samra-Kapoor,high
1010,13,Software Payment,software,47580.88,2024-06-08,True,quarterly,Dani-Amble,critical
1011,42,Fuel Payment,fuel,523.39,2024-04-20,True,monthly,Chaudhry PLC,low
1012,47,Internet Payment,internet,48609.94,2025-08-01,True,weekly,Sami-Gulati,medium
1013,40,Employee welfare Payment,employee welfare,42964.44,2026-02-06,False,,Ramachandran-Pillai,low
1014,25,Fuel Payment,fuel,16390.64,2026-02-25,False,,Mukherjee-Natarajan,medium
1015,7,Maintenance Payment,maintenance,7215.35,2025-10-16,True,quarterly,Buch-Dyal,high
1016,16,Internet Payment,internet,20518.75,2025-04-25,True,monthly,Shetty-Raj,high
1017,49,Tax Payment,tax,20754.86,2025-01-31,False,,Chadha LLC,low
1018,16,Software Payment,software,18433.22,2025-05-14,True,daily,Saha Inc,medium
1019,43,Rent Payment,rent,472047.07,2025-10-30,False,,"Johal, Bhalla and Ramachandran",high
1020,20,Warehouse Payment,warehouse,396765.09,2025-05-19,False,,Dyal-Warrior,critical
1021,26,Warehouse Payment,warehouse,426445.7,2025-09-26,True,quarterly,"Sha, Chandran and Dutta",critical
1022,27,Software Payment,software,38701.86,2025-01-27,True,quarterly,"Sen, Vasa and Varkey",medium
1023,1,Internet Payment,internet,41859.35,2026-02-19,False,,Kibe-Mander,medium
1024,8,Rent Payment,rent,273001.16,2024-10-07,False,,"Mahal, Bora and Kota",high
1025,14,Warehouse Payment,warehouse,271518.58,2025-11-30,True,weekly,Mittal-Sarna,low
1026,9,Transportation Payment,transportation,23640.34,2024-11-15,False,,Ramakrishnan-Mann,critical
1027,6,Tax Payment,tax,47384.58,2024-05-02,False,,Contractor LLC,high
1028,24,Raw materials Payment,raw materials,175413.96,2025-01-13,True,weekly,Baria-Gokhale,critical
1029,26,Employee welfare Payment,employee welfare,31979.81,2026-04-01,True,monthly,"Chakrabarti, Bains and Jayaraman",high
1030,30,Warehouse Payment,warehouse,118475.77,2025-01-16,False,,Mammen and Sons,low
1031,23,Warehouse Payment,warehouse,574887.45,2024-09-05,True,weekly,Nazareth and Sons,critical
1032,30,Electricity Payment,electricity,13086.13,2025-07-25,True,weekly,Gara-Comar,high
1033,36,Transportation Payment,transportation,39506.86,2024-07-24,True,daily,Vig Inc,medium
1034,22,Software Payment,software,26750.03,2024-05-22,False,,Dada-Ram,critical
1035,33,Rent Payment,rent,262327.63,2026-03-21,True,weekly,Chacko-Kuruvilla,high
1036,30,Software Payment,software,6728.39,2024-12-08,True,daily,Bansal Group,high
1037,6,Employee welfare Payment,employee welfare,49786.67,2024-06-21,True,weekly,"Shankar, Hayre and Vyas",critical
1038,21,Internet Payment,internet,38092.95,2024-05-22,False,,"Boase, Halder and Joshi",low
1039,45,Fuel Payment,fuel,15995.81,2025-10-29,True,weekly,"Keer, Gaba and Suri",critical
1040,44,Fuel Payment,fuel,4220.95,2024-07-21,False,,"Dada, Sagar and Issac",critical
1041,39,Raw materials Payment,raw materials,192349.05,2025-07-28,True,monthly,"Saxena, Raja and Mukherjee",high
1042,20,Transportation Payment,transportation,37363.98,2024-06-03,True,monthly,Oak LLC,medium
1043,46,Software Payment,software,47424.75,2025-12-28,False,,"Bhandari, Parekh and Jaggi",critical
1044,25,Warehouse Payment,warehouse,137144.58,2025-03-27,True,monthly,Din-Bath,critical
1045,43,Employee welfare Payment,employee welfare,21051.17,2025-01-05,False,,Wagle-Khurana,low
1046,6,Fuel Payment,fuel,3650.42,2025-09-13,False,,Bhattacharyya LLC,critical
1047,41,Maintenance Payment,maintenance,32099.71,2024-10-24,False,,Rau-Kashyap,low
1048,15,Rent Payment,rent,308649.77,2024-04-16,True,monthly,Bobal-Chatterjee,high
1049,15,Rent Payment,rent,298113.76,2025-09-12,True,monthly,Chauhan-Desai,high
1050,4,Raw materials Payment,raw materials,242274.88,2024-06-19,False,,Varty-Samra,low
1051,22,Employee welfare Payment,employee welfare,44085.0,2025-11-01,True,quarterly,Toor-Sarna,critical
1052,23,Fuel Payment,fuel,27557.55,2026-02-02,False,,Borde Ltd,high
1053,39,Warehouse Payment,warehouse,383644.2,2025-07-08,True,quarterly,Parekh-Balakrishnan,critical
1054,36,Software Payment,software,43392.9,2025-05-02,True,daily,Seth Group,low
1055,20,Electricity Payment,electricity,39585.47,2026-01-26,True,monthly,Saha-Badal,high
1056,10,Fuel Payment,fuel,48931.16,2024-07-03,False,,Rattan Ltd,high
1057,13,Employee welfare Payment,employee welfare,65771.64,2025-09-09,True,daily,Konda and Sons,critical
1058,21,Warehouse Payment,warehouse,413771.68,2024-12-19,True,weekly,"Ghose, Sanghvi and Lad",medium
1059,46,Rent Payment,rent,117451.27,2025-02-11,True,quarterly,Dewan-Suri,high
1060,22,Fuel Payment,fuel,23023.32,2024-08-08,True,weekly,Behl-Chaudry,critical
1061,38,Maintenance Payment,maintenance,34905.11,2024-04-13,True,monthly,"Merchant, Prakash and Chowdhury",high
1062,29,Software Payment,software,26567.83,2024-11-04,False,,"Roy, Pathak and Trivedi",critical
1063,30,Fuel Payment,fuel,32601.92,2024-12-06,True,quarterly,Nadig Inc,low
1064,3,Warehouse Payment,warehouse,123461.62,2025-05-30,False,,Nayar Inc,low
1065,40,Electricity Payment,electricity,29479.08,2024-06-29,False,,Dasgupta-Bhargava,low
1066,1,Fuel Payment,fuel,4858.19,2026-01-13,False,,"Kapur, Oza and Vala",medium
1067,16,Tax Payment,tax,17076.3,2025-03-29,False,,Suri LLC,low
1068,1,Rent Payment,rent,315698.87,2025-09-03,False,,Shere-Bhargava,critical
1069,11,Fuel Payment,fuel,39225.14,2025-04-02,False,,Khurana-Kulkarni,low
1070,21,Employee welfare Payment,employee welfare,6542.05,2025-10-15,True,quarterly,"Gokhale, Goswami and Mander",high
1071,24,Transportation Payment,transportation,24265.36,2024-12-23,True,daily,Chokshi-Ramaswamy,medium
1072,42,Transportation Payment,transportation,50506.83,2026-03-02,True,quarterly,"Zacharia, Bera and Sangha",critical
1073,18,Raw materials Payment,raw materials,152494.57,2026-02-04,True,quarterly,Borde-Zachariah,low
1074,27,Tax Payment,tax,18327.03,2026-04-03,False,,Bali-Krishnan,critical
1075,8,Transportation Payment,transportation,34070.28,2025-10-31,True,monthly,Sule LLC,high
1076,46,Warehouse Payment,warehouse,272406.83,2024-11-24,False,,Pandit PLC,low
1077,22,Tax Payment,tax,21936.19,2025-06-28,True,quarterly,Pathak Inc,critical
1078,48,Maintenance Payment,maintenance,11127.21,2025-06-26,False,,Naidu Group,high
