vendor_payment_id,business_id,vendor_name,payment_amount,due_date,payment_date,delay_days,criticality_level,vendor_category,payment_status
699,13,Kumar-Pandey,176366.57,2024-09-16,2024-09-12,0,high,machinery,paid
700,36,Bhardwaj Inc,795627.4,2024-05-05,,0,high,software,pending
701,26,Pingle LLC,417701.72,2025-09-09,2025-09-04,0,critical,software,paid
702,26,Chowdhury-Rau,728208.56,2024-08-12,2024-08-09,0,critical,maintenance,paid
703,47,Gandhi and Sons,933794.63,2025-05-17,,0,high,software,pending
704,36,Walia-Krishnamurthy,169171.75,2024-11-09,2024-11-04,0,critical,machinery,paid
705,37,Sarkar-Pandit,942158.49,2025-05-01,,0,medium,maintenance,pending
706,2,Krishnan Group,138527.61,2024-06-19,2024-06-14,0,medium,machinery,paid
707,42,"Sangha, Roy and Atwal",942408.11,2024-09-06,,7,low,raw materials,overdue
708,49,Sarin Inc,680269.56,2024-09-03,,24,low,machinery,overdue
709,17,Lata Ltd,17854.24,2025-06-08,,0,medium,software,pending
710,3,Vohra and Sons,9414.47,2025-10-08,2025-11-04,27,medium,packaging,paid
711,25,"Prashad, Bhalla and Khurana",337542.29,2024-08-02,,57,low,machinery,overdue
712,8,"Krish, Kota and Narayanan",12693.18,2025-02-06,,26,critical,packaging,overdue
713,15,Apte-Pant,889417.21,2025-06-21,,0,low,machinery,pending
714,40,"Kumar, Anne and Dhawan",740294.55,2024-08-30,2024-09-08,9,medium,internet,paid
715,18,Dugar-Chhabra,436573.08,2025-07-09,,0,high,internet,pending
716,15,"Bala, Gour and Chopra",438345.62,2025-09-30,,33,medium,maintenance,overdue
717,7,Rege-D’Alia,435071.27,2024-05-12,2024-05-10,0,medium,packaging,paid
718,1,Saraf Ltd,540881.57,2025-08-28,,0,medium,internet,pending
719,48,"Sule, Raju and Kapadia",854680.36,2025-12-22,2025-12-30,8,low,packaging,paid
720,12,Divan and Sons,63942.99,2024-07-12,2024-07-10,0,critical,logistics,paid
721,40,Warrior Ltd,376524.55,2024-11-07,2024-11-07,0,low,logistics,paid
722,29,Pradhan-Bhatt,826113.23,2026-01-09,2026-01-04,0,medium,internet,paid
723,21,Yogi LLC,154477.8,2026-03-30,2026-03-28,0,medium,electricity,paid
724,27,Balasubramanian-Dara,31502.71,2025-09-27,,5,critical,internet,overdue
725,20,"Shah, Chauhan and Khare",627644.53,2024-12-29,2025-01-02,4,medium,electricity,paid
726,43,"Jha, Setty and Sankaran",539063.4,2025-09-04,,38,critical,raw materials,overdue
727,43,"Dixit, Dara and Dhaliwal",534242.46,2024-12-28,,0,medium,raw materials,pending
728,14,"Sehgal, Dubey and Kurian",939130.01,2025-01-16,2025-01-14,0,low,software,paid
729,26,Dua LLC,755621.51,2025-07-07,,2,medium,electricity,overdue
730,4,Chada-Murty,607590.89,2025-07-12,,26,medium,logistics,overdue
731,44,Tailor-Pau,347220.07,2025-04-18,,44,medium,electricity,overdue
732,7,"Dubey, Bera and Nagar",417793.71,2024-12-09,2024-12-07,0,medium,logistics,paid
733,34,Rao Inc,391394.16,2024-10-27,,0,critical,maintenance,pending
734,8,Pandya-Gole,965556.25,2024-04-28,,34,critical,logistics,overdue
735,29,Wagle-Halder,943462.64,2025-09-11,2025-09-21,10,high,logistics,paid
736,16,"Nori, Samra and Rastogi",175198.67,2026-01-29,2026-02-18,20,medium,software,paid
737,37,Saha Inc,506203.85,2024-08-11,2024-08-10,0,critical,logistics,paid
738,50,Contractor and Sons,190289.26,2025-06-18,,52,low,software,overdue
739,31,"Sarna, Barman and Mann",552559.48,2025-12-07,2025-12-05,0,critical,packaging,paid
740,47,"Bobal, Kurian and Char",37420.96,2026-01-28,2026-01-31,3,low,software,paid
741,19,Yogi-Iyengar,396080.65,2024-04-29,2024-04-26,0,critical,packaging,paid
742,27,Tandon Inc,270412.52,2024-07-07,,12,critical,raw materials,overdue
743,9,"Narain, Shere and Mangal",220827.47,2026-02-24,,0,critical,machinery,pending
744,43,"Balasubramanian, Gandhi and Iyer",390408.86,2025-09-24,,40,medium,internet,overdue
745,43,"Johal, Karpe and Krishnan",482462.85,2024-08-18,2024-08-13,0,medium,electricity,paid
746,41,Bassi Group,387249.38,2025-11-17,,0,low,software,pending
747,33,Deshmukh Group,324683.13,2024-06-05,,59,low,software,overdue
748,22,Sethi-Rajan,328703.31,2024-04-22,,0,high,internet,pending
749,39,Shere PLC,567135.52,2026-02-03,,0,low,internet,pending
750,12,Ben Ltd,984025.29,2026-02-21,,0,medium,packaging,pending
751,6,"Arya, Behl and Warrior",76272.34,2025-04-05,2025-04-03,0,high,packaging,paid
752,24,Sama-Mand,121526.01,2025-09-02,,17,high,electricity,overdue
753,36,Nagi-Barad,561428.2,2025-10-08,,0,low,machinery,pending
754,37,Karan-Rao,361974.66,2024-08-01,,21,high,software,overdue
755,44,Choudhury Inc,200630.86,2026-01-23,,32,low,maintenance,overdue
756,1,Konda-Sidhu,843411.03,2025-12-02,,2,low,software,overdue
757,50,Jayaraman-Pandey,744532.87,2025-11-10,2025-11-13,3,critical,electricity,paid
758,19,"Walla, Pandit and Patil",846807.14,2025-06-07,2025-06-12,5,critical,machinery,paid
759,1,"Issac, Shroff and Modi",97186.2,2025-06-09,2025-06-05,0,critical,electricity,paid
760,21,"Bala, Samra and Thakur",722083.03,2026-01-04,,0,low,machinery,pending
761,37,"Mitter, Brahmbhatt and Chand",351285.35,2026-03-04,,48,high,packaging,overdue
762,37,Kar-Raval,150630.51,2025-07-03,2025-07-01,0,critical,logistics,paid
763,12,Chadha-Mitra,151668.13,2024-12-05,2024-12-02,0,high,maintenance,paid
764,6,Jhaveri Ltd,428127.95,2026-03-26,,59,critical,software,overdue
765,35,Basu PLC,382345.53,2025-02-27,,0,critical,machinery,pending
766,2,Kari Inc,989413.35,2024-09-15,,59,low,packaging,overdue
767,19,Raj-Yogi,593050.34,2026-04-03,,7,high,machinery,overdue
768,40,Bali-Sarkar,971772.7,2025-04-24,,0,critical,software,pending
769,22,Wali-Bhardwaj,432140.21,2025-03-05,,38,low,maintenance,overdue
770,20,"Gill, Sibal and Agrawal",470690.98,2024-04-16,,4,medium,software,overdue
771,25,"Wadhwa, Tak and Arya",555984.24,2025-06-05,2025-06-01,0,high,electricity,paid
772,20,Kanda Group,387044.15,2024-09-25,,0,high,packaging,pending
773,46,Raju LLC,64160.73,2024-04-17,2024-04-13,0,low,machinery,paid
774,33,Mohanty-Konda,130187.96,2025-04-21,2025-06-19,59,medium,internet,paid
775,23,Rastogi-Halder,626364.61,2025-09-14,2025-09-10,0,low,internet,paid
776,19,Iyer-Narula,631745.93,2025-02-09,2025-02-05,0,high,software,paid
777,3,Rau Group,946713.65,2025-02-16,2025-03-20,32,critical,machinery,paid
778,19,Saran-Nigam,438640.02,2024-07-11,2024-07-08,0,low,logistics,paid
779,17,"Gandhi, Sankaran and Nagar",66926.51,2025-12-09,,22,low,software,overdue
780,4,"Shankar, Sodhi and Sibal",487216.23,2025-03-09,2025-03-05,0,high,raw materials,paid
781,45,Deol Group,896883.91,2025-01-09,,0,critical,software,pending
782,31,"Krishnamurthy, Arora and Din",28447.74,2025-09-28,2025-09-24,0,medium,internet,paid
783,7,Chakrabarti and Sons,451992.61,2025-08-21,,51,critical,electricity,overdue
784,5,Shankar and Sons,74906.51,2026-03-08,,0,low,raw materials,pending
785,14,"Tiwari, Salvi and Rao",95542.96,2025-06-10,2025-06-08,0,critical,packaging,paid
786,11,Raja Ltd,698360.54,2024-05-07,2024-06-21,45,medium,logistics,paid
787,35,Brar and Sons,637537.11,2025-11-20,,0,low,software,pending
788,31,Chada-Chadha,65641.53,2024-11-10,,34,high,internet,overdue
789,29,"Goyal, Patil and Gupta",100973.27,2025-07-22,2025-07-20,0,low,raw materials,paid
790,46,Sawhney-Batra,345680.92,2024-11-23,2024-11-22,0,critical,logistics,paid
791,50,Sem-Dhar,971277.18,2024-12-13,,60,low,electricity,overdue
792,34,"Kant, Chacko and Andra",825242.22,2024-08-26,2024-09-29,34,medium,software,paid
793,12,"Sathe, Nanda and Comar",225624.98,2025-04-17,,0,low,raw materials,pending
794,26,Char-Nanda,792517.39,2026-01-02,,6,high,maintenance,overdue
795,41,"Suresh, Bajwa and Bava",754771.4,2025-03-02,2025-03-01,0,medium,logistics,paid
796,50,"Chaudhry, Ray and Divan",349549.63,2025-12-15,2025-12-17,2,low,internet,paid
797,17,"Sarkar, Iyer and Naidu",377806.14,2024-10-09,,0,low,packaging,pending
798,25,Zachariah Group,274186.49,2024-12-17,,0,critical,maintenance,pending
799,46,Chowdhury LLC,261667.75,2025-11-23,,0,medium,electricity,pending
800,45,"Bajwa, Kuruvilla and Kumer",82573.33,2025-10-23,,0,high,logistics,pending
801,48,Thaker Inc,846578.87,2024-05-24,,54,high,machinery,overdue
802,30,Date and Sons,609287.91,2025-07-13,,0,high,raw materials,pending
803,18,Bhatt PLC,786509.03,2025-02-28,2025-02-27,0,critical,raw materials,paid
804,17,Kapoor Ltd,567815.53,2025-06-01,2025-05-27,0,low,raw materials,paid
805,19,Kala Inc,603743.56,2025-01-30,,0,high,packaging,pending
806,45,Srinivasan-Sehgal,430153.35,2025-03-19,,28,high,raw materials,overdue
807,33,Dhaliwal Ltd,785099.65,2024-10-03,2024-10-29,26,low,machinery,paid
808,13,Banik Group,14642.53,2024-11-09,2024-11-04,0,medium,machinery,paid
809,37,Varghese Ltd,777995.06,2025-07-22,,9,high,internet,overdue
810,36,Raja-Sankar,487743.91,2025-02-14,,17,high,internet,overdue
811,10,Menon-Dani,642319.02,2024-12-22,,0,low,electricity,pending
812,22,Choudhury-Mammen,399883.35,2024-09-12,,36,medium,machinery,overdue
813,10,Prashad LLC,478848.66,2025-03-18,,57,high,electricity,overdue
814,11,Char-Muni,690333.25,2024-05-04,,0,medium,internet,pending
815,35,Bajaj-Kota,867304.09,2026-04-02,2026-04-01,0,critical,raw materials,paid
816,5,"Hegde, Sarin and Dugar",380874.03,2025-01-16,,0,critical,maintenance,pending
817,13,Wagle and Sons,626601.72,2025-05-07,,56,high,machinery,overdue
818,29,Kumer-Handa,349285.53,2024-11-30,2024-12-11,11,critical,packaging,paid
819,35,Sandal and Sons,889170.04,2025-12-07,,0,high,maintenance,pending
820,7,Bora-Vyas,213028.91,2024-05-03,2024-05-02,0,critical,machinery,paid
821,25,Sama Group,296435.56,2024-08-04,,34,medium,internet,overdue
822,35,"Varty, Raman and Mammen",567998.57,2026-03-23,2026-03-23,0,high,machinery,paid
823,44,"Basu, Kari and Narula",750021.42,2025-02-15,2025-03-20,33,low,maintenance,paid
824,35,Iyengar Group,463352.49,2024-12-04,2024-12-04,0,medium,software,paid
825,5,"Mahal, Kadakia and Bajaj",847667.23,2025-01-08,,0,critical,maintenance,pending
826,12,Khatri Ltd,384611.05,2024-06-26,,9,critical,packaging,overdue
827,20,"Thaker, Parikh and Anand",533834.78,2025-03-30,,23,low,electricity,overdue
828,3,Patel-Choudhury,525970.11,2025-05-01,,0,medium,software,pending
829,7,Gara Inc,908440.25,2025-12-05,,35,high,packaging,overdue
830,44,Chana and Sons,120502.89,2024-12-17,,0,critical,raw materials,pending
831,16,"Pathak, Oommen and Sethi",368217.37,2024-09-24,2024-11-11,48,high,machinery,paid
832,21,Kibe-Srinivas,59925.0,2025-05-28,2025-06-10,13,medium,maintenance,paid
833,11,"Gole, Amble and Rajan",977383.14,2024-05-28,2024-06-22,25,critical,electricity,paid
834,49,Mannan-Raval,507053.07,2025-05-19,,0,critical,internet,pending
835,25,"Trivedi, Chakrabarti and Soni",239741.73,2025-05-30,2025-05-27,0,medium,machinery,paid
836,50,"Chandra, Boase and Memon",590480.2,2026-03-04,,11,low,internet,overdue
837,37,Minhas-Kari,588730.38,2025-09-09,,8,medium,packaging,overdue
838,29,"Purohit, Varghese and Virk",190733.09,2026-04-09,,0,high,internet,pending
839,24,"Pandit, Vyas and Chanda",990251.1,2025-03-18,,7,medium,raw materials,overdue
840,43,Boase Inc,420755.55,2024-12-26,,0,critical,maintenance,pending
841,25,Borra-Muni,844998.5,2024-06-02,,25,high,internet,overdue
842,45,Vala-Mane,814332.25,2026-03-20,2026-03-16,0,medium,packaging,paid
843,48,Pall Ltd,485937.18,2025-07-03,,55,high,maintenance,overdue
844,2,Palla-Chandra,995364.99,2024-10-13,2024-10-13,0,low,packaging,paid
845,6,Thakkar-Bose,41801.01,2025-11-05,2025-11-01,0,high,maintenance,paid
846,10,Bansal-Rao,213863.87,2025-12-23,,14,medium,packaging,overdue
847,5,Patla-Shan,745553.82,2026-01-03,,0,low,packaging,pending
848,8,Chhabra Group,188311.24,2026-04-03,,14,medium,internet,overdue
849,49,Bobal-Chanda,598569.7,2024-10-21,,53,low,software,overdue
850,5,"Majumdar, Loke and Banik",629302.03,2024-11-08,,10,high,packaging,overdue
851,31,Mody-Bath,78322.1,2024-11-27,2024-11-29,2,low,logistics,paid
852,44,Zacharia-Choudhury,69285.91,2024-12-21,2025-01-14,24,medium,logistics,paid
853,28,"Saxena, Dalal and Sarna",743280.86,2024-12-07,,0,medium,machinery,pending
854,19,Dada-Zachariah,360028.02,2026-02-18,2026-02-18,0,medium,raw materials,paid
855,4,Nagy Group,676210.08,2025-10-11,,0,medium,packaging,pending
856,38,Kadakia Inc,832044.2,2025-04-22,,0,medium,raw materials,pending
857,3,"Chandra, Divan and Dash",564004.01,2024-05-20,,0,medium,electricity,pending
858,39,"Sur, Bose and Chandra",759999.97,2024-09-26,,0,medium,electricity,pending
859,41,Khatri Group,234547.0,2025-11-25,2025-11-22,0,critical,software,paid
860,12,Brar-Karan,760334.47,2024-06-29,2024-06-29,0,medium,logistics,paid
861,32,Kothari-Goda,813083.29,2026-03-06,2026-03-03,0,low,packaging,paid
862,41,Hegde-Subramanian,640832.69,2024-10-02,,0,critical,internet,pending
863,8,Sinha-Sama,552276.47,2024-08-24,,55,low,raw materials,overdue
864,50,"Bains, Sabharwal and Mallick",661527.32,2025-11-14,2025-11-13,0,medium,raw materials,paid
865,22,Dada Ltd,250157.08,2025-01-27,,0,low,internet,pending
866,14,"Chawla, Mann and Bhatti",990308.47,2025-05-04,,45,critical,internet,overdue
867,26,Keer-Dass,225707.22,2026-01-02,,0,high,internet,pending
868,22,Dua-Sastry,990587.67,2024-11-13,,0,low,raw materials,pending
869,30,"Rastogi, Kalita and Sarin",805296.04,2024-12-09,,0,critical,raw materials,pending
870,49,Brar-Gala,478158.9,2024-12-26,,0,low,maintenance,pending
871,8,Vig LLC,121860.53,2024-10-01,2024-10-01,0,high,software,paid
872,33,Ben-Srinivas,80955.62,2025-05-15,2025-06-29,45,medium,internet,paid
873,5,Kala-Panchal,781413.01,2024-08-12,2024-08-11,0,high,software,paid
874,36,"Mani, Chad and Brahmbhatt",393978.23,2025-07-23,,0,medium,software,pending
875,17,Tripathi Inc,834912.04,2024-04-15,,24,high,maintenance,overdue
876,45,Sundaram-Mitra,125183.21,2026-03-19,,52,medium,logistics,overdue
877,21,"Saxena, Narayanan and Prabhu",939072.43,2024-09-22,,0,high,packaging,pending
878,5,Gopal Ltd,678724.4,2025-06-05,,25,critical,maintenance,overdue
879,12,Dass and Sons,989208.08,2024-07-13,,0,high,packaging,pending
880,38,Raman Inc,501201.05,2024-11-10,,10,critical,raw materials,overdue
881,27,Sandhu and Sons,64926.5,2024-07-09,,23,critical,internet,overdue
882,50,"Gopal, Gole and Chaudhry",75214.04,2024-08-27,2024-08-22,0,critical,machinery,paid
883,49,"Setty, Bhat and Parikh",146216.7,2025-02-09,,0,high,software,pending
884,49,Yadav-Jaggi,947809.67,2025-09-08,,50,low,software,overdue
885,50,Venkatesh LLC,542152.96,2025-11-09,,0,medium,machinery,pending
886,25,Atwal Inc,83960.64,2025-03-12,2025-03-19,7,medium,software,paid
887,49,Kapadia Group,755745.18,2025-06-12,,13,low,internet,overdue
888,7,"Khanna, Bhatnagar and Parmar",632636.02,2025-10-11,2025-10-12,1,critical,internet,paid
889,43,Ganesh PLC,929183.27,2024-06-01,2024-06-04,3,high,raw materials,paid
890,25,"Keer, Doshi and Gopal",466402.09,2024-09-22,,0,high,packaging,pending
891,47,"Lal, Dhaliwal and Uppal",802682.72,2024-04-09,,0,medium,logistics,pending
892,31,"Mody, Sankar and Rai",489945.61,2024-06-20,2024-06-17,0,critical,raw materials,paid
893,20,"Bhatt, Cherian and Bahl",474253.7,2025-08-28,,0,critical,internet,pending
894,18,"Panchal, Bahl and Kala",42054.92,2025-01-13,2025-01-10,0,critical,software,paid
895,44,Bal LLC,691709.39,2025-01-05,,7,medium,electricity,overdue
896,25,"Kashyap, Kumer and Kumar",397132.02,2024-10-16,,0,medium,packaging,pending
897,32,Saini-Sastry,391178.87,2025-02-22,,0,low,electricity,pending
898,34,Chaudhary-Bava,256958.09,2025-11-15,,0,critical,logistics,pending
899,30,"Natt, Deo and Atwal",600475.26,2025-12-31,,21,medium,raw materials,overdue
900,47,Chanda Inc,831893.16,2025-04-02,,14,low,software,overdue
901,16,"Bahri, Anne and Narain",98183.28,2025-03-06,2025-04-16,41,critical,internet,paid
902,36,"Prashad, Ravi and Dass",295248.87,2024-05-18,,0,medium,internet,pending
903,25,Sood Ltd,876338.91,2024-04-15,,0,medium,raw materials,pending
904,43,"Singh, Bhavsar and Mangat",443489.42,2025-10-02,,0,low,maintenance,pending
905,39,Saraf PLC,339644.01,2024-06-18,2024-07-01,13,critical,electricity,paid
906,17,Seth-Mann,580081.19,2026-03-24,2026-03-27,3,low,internet,paid
907,41,Karan Inc,683821.88,2025-04-27,2025-04-25,0,low,electricity,paid
908,43,"Modi, Shah and Sachar",394623.34,2025-12-09,2025-12-20,11,low,electricity,paid
909,8,Karan-Ramachandran,419561.59,2024-12-24,,0,low,packaging,pending
910,37,Tiwari-Sinha,965295.88,2025-04-17,,0,high,packaging,pending
911,28,"Lalla, Nath and Swaminathan",917546.27,2026-01-23,,28,medium,electricity,overdue
912,23,Acharya-Koshy,160970.4,2025-11-14,2025-11-16,2,medium,packaging,paid
913,2,"Dayal, Gole and Devi",972147.15,2025-07-09,,0,low,packaging,pending
914,40,Agarwal Inc,830301.7,2025-04-04,,33,medium,electricity,overdue
915,44,Chand Group,110796.68,2025-05-29,2025-07-11,43,high,electricity,paid
916,2,Buch-Sarraf,793568.43,2024-06-16,2024-06-16,0,high,electricity,paid
917,29,Bumb-Mutti,868423.76,2025-10-21,2025-10-18,0,low,software,paid
918,48,Tak Inc,690195.6,2026-01-02,,45,medium,maintenance,overdue
919,31,Mannan PLC,786638.54,2026-01-23,2026-01-20,0,high,logistics,paid
920,44,Ray Inc,869904.18,2025-07-14,,34,medium,electricity,overdue
921,29,Mutti Group,569298.18,2025-12-06,,0,medium,software,pending
922,48,Sodhi-Verma,547394.7,2024-06-17,,0,low,electricity,pending
923,5,Saxena-Varughese,422218.69,2025-08-12,2025-08-12,0,high,raw materials,paid
924,14,Sarraf Group,808441.91,2024-06-05,,6,medium,packaging,overdue
925,7,Ranganathan-Kibe,757085.27,2025-11-19,2025-11-23,4,critical,maintenance,paid
926,13,Yogi PLC,54126.04,2025-06-20,,0,high,raw materials,pending
927,41,"Menon, Lal and Dayal",577953.66,2025-03-14,,17,low,raw materials,overdue
928,49,Sunder Group,222697.31,2025-09-19,,45,medium,electricity,overdue
929,15,Nadig and Sons,663713.61,2025-06-01,,5,high,machinery,overdue
930,29,Yadav Group,433472.45,2025-05-03,,0,critical,packaging,pending
931,29,Manda-Sama,984072.35,2025-09-24,,0,high,packaging,pending
932,21,Ratta Ltd,795021.93,2024-11-13,2024-11-12,0,medium,internet,paid
933,46,Naidu-Patla,162574.51,2024-09-08,,34,low,packaging,overdue
934,35,Loyal-Chakraborty,754338.11,2025-08-23,2025-08-22,0,critical,software,paid
935,6,Batta and Sons,154635.16,2025-12-23,2025-12-31,8,critical,maintenance,paid
936,14,Puri Group,937076.01,2025-06-19,2025-06-14,0,high,maintenance,paid
937,47,"Sinha, Natt and Kota",261614.59,2024-09-01,,42,critical,machinery,overdue
938,33,Dutt LLC,221849.02,2026-01-21,,20,high,raw materials,overdue
939,18,Bains LLC,802800.07,2025-04-26,,0,high,machinery,pending
940,29,Apte-Keer,153395.09,2025-09-08,2025-09-21,13,high,raw materials,paid
941,10,Sibal-Bora,692822.36,2024-11-25,,31,low,machinery,overdue
942,34,"Palla, Apte and Andra",410693.25,2026-01-08,,35,medium,machinery,overdue
943,8,Venkatesh-Wali,242897.17,2024-10-21,,0,critical,logistics,pending
944,20,"Mody, Bail and More",36755.77,2026-01-09,,0,critical,internet,pending
945,29,"Desai, Chaudry and Kuruvilla",317081.69,2026-02-24,2026-03-03,7,low,machinery,paid
946,19,Gill Inc,782184.36,2025-04-21,2025-04-19,0,high,machinery,paid
947,18,Randhawa-Rajagopal,377264.8,2025-01-10,,38,low,software,overdue
948,11,Thakur-Sathe,66042.51,2025-01-06,,17,low,maintenance,overdue
949,4,"Morar, Yohannan and Sampath",79789.03,2024-05-11,2024-05-08,0,medium,logistics,paid
950,13,Kala-Bassi,176339.85,2024-06-13,,0,high,software,pending
951,48,Sachar and Sons,747855.02,2024-08-02,,59,low,raw materials,overdue
952,18,Raghavan Ltd,799727.64,2026-01-17,,31,medium,software,overdue
953,8,"Ray, Kibe and Thaker",435880.57,2024-08-20,,51,high,logistics,overdue
954,41,Buch-Sawhney,10384.38,2024-09-24,,54,medium,software,overdue
955,17,Prabhakar Ltd,150968.62,2025-12-09,,0,high,software,pending
956,34,Dave-Dara,922000.71,2025-12-22,,0,medium,raw materials,pending
957,16,Vyas Inc,749448.67,2025-01-12,,0,low,packaging,pending
958,19,Nagar-Halder,108824.23,2024-10-02,,0,critical,maintenance,pending
959,36,"Narayanan, Narula and Bhatt",304099.97,2026-04-08,,34,low,logistics,overdue
960,25,Patel Group,375115.4,2025-03-01,,54,medium,raw materials,overdue
961,10,Nadig-Chokshi,815313.78,2024-07-10,2024-07-05,0,critical,machinery,paid
962,6,Sagar Group,347861.49,2024-07-03,2024-06-29,0,low,maintenance,paid
963,17,"Doshi, Sant and Deshmukh",669483.22,2025-10-06,,0,high,machinery,pending
964,43,"Sem, Ranganathan and Buch",819111.93,2025-03-12,2025-03-10,0,high,raw materials,paid
965,48,Padmanabhan-Venkataraman,904749.79,2024-12-06,,0,critical,machinery,pending
966,46,Bala LLC,602236.36,2025-04-25,,8,medium,packaging,overdue
967,34,Kunda Inc,885817.5,2024-08-13,,56,medium,electricity,overdue
968,20,Wali Ltd,366115.82,2025-11-11,,0,medium,internet,pending
969,25,Krish Group,856674.76,2025-03-17,,23,medium,electricity,overdue
970,48,"Goda, Dutt and Saxena",105310.98,2024-07-22,,0,medium,electricity,pending
971,6,Oza Ltd,913429.6,2025-03-13,,0,critical,packaging,pending
972,44,"Narain, Suresh and Mane",81086.87,2026-03-26,,21,high,packaging,overdue
973,46,Comar-Bedi,394254.02,2024-11-22,,0,low,machinery,pending
974,43,Kapur-Sibal,673101.98,2025-12-15,,15,critical,internet,overdue
975,48,Bhagat Ltd,265711.78,2025-12-26,,44,medium,machinery,overdue
976,45,Brar-Swaminathan,528860.85,2025-12-14,,0,critical,electricity,pending
977,6,Goyal-Khanna,447446.56,2026-04-07,2026-04-05,0,low,software,paid
978,47,Sarma LLC,271047.65,2025-08-24,,0,medium,maintenance,pending
979,11,"Issac, Dutta and Rattan",885061.03,2024-07-31,2024-09-18,49,low,software,paid
980,23,"Ramesh, Baral and Arya",29563.83,2024-06-12,,44,high,raw materials,overdue
981,4,Bandi-Mistry,900133.85,2024-04-19,,0,low,software,pending
982,30,Deshmukh Group,496564.2,2025-11-10,,10,high,packaging,overdue
983,44,Trivedi PLC,628855.61,2026-02-20,,0,medium,software,pending
984,32,Varma PLC,813027.5,2025-04-22,,0,low,raw materials,pending
985,24,Varma-Mukhopadhyay,671692.34,2025-01-27,,36,medium,packaging,overdue
986,42,Rama Inc,33943.39,2024-11-17,2024-12-01,14,low,machinery,paid
987,3,"Karan, Ganesan and Date",100797.51,2025-11-27,2025-12-18,21,high,machinery,paid
988,4,Shenoy-Bajwa,774011.08,2025-08-02,2025-07-28,0,high,software,paid
989,15,"Dyal, Bhatti and Banerjee",330470.43,2025-05-25,,0,medium,internet,pending
990,23,Bal and Sons,278663.36,2025-08-22,2025-08-21,0,high,logistics,paid
991,9,Sankaran-Sehgal,787263.92,2025-04-20,,0,medium,software,pending
992,43,Dugal-Chander,761404.96,2024-05-28,,2,low,software,overdue
993,38,Issac-Kara,175232.86,2025-04-14,2025-06-12,59,high,electricity,paid
994,42,"Solanki, Mann and Lalla",573749.6,2024-06-19,2024-06-19,0,high,logistics,paid
995,45,Mittal PLC,119498.67,2025-12-19,,0,medium,logistics,pending
996,41,Shroff Inc,585222.07,2025-08-16,,7,low,raw materials,overdue
997,31,Munshi LLC,112109.38,2024-10-31,,0,critical,packaging,pending
998,46,Venkatesh-Bal,800216.71,2025-12-21,,0,critical,logistics,pending
999,18,"Cherian, Tara and Mannan",756626.49,2024-11-19,,7,low,machinery,overdue
1000,26,Atwal-Pandit,737023.49,2025-04-21,,3,low,maintenance,overdue
1001,43,Palla-Mammen,634476.61,2025-08-19,,38,high,packaging,overdue
1002,26,Patla Group,822738.08,2025-02-18,2025-03-04,14,critical,electricity,paid
1003,45,"Loyal, Ramachandran and Saha",509350.18,2025-03-27,,60,medium,packaging,overdue
1004,38,Sule Inc,855703.2,2025-05-07,,0,high,software,pending
1005,13,Ram Inc,808726.54,2025-08-25,,0,medium,electricity,pending
1006,13,Banik-Andra,770738.36,2026-01-16,,0,medium,software,pending
1007,13,Koshy LLC,188117.85,2024-10-07,,49,critical,logistics,overdue
1008,12,Mistry and Sons,179184.22,2025-12-21,,0,low,internet,pending
1009,44,"Lal, Deo and Parsa",774628.84,2024-04-28,,0,critical,raw materials,pending
1010,1,"Srinivasan, Peri and Comar",64674.33,2024-12-31,,48,low,internet,overdue
1011,39,Sastry-Oza,935060.76,2025-07-15,2025-07-12,0,critical,raw materials,paid
1012,28,Dixit Group,675582.04,2025-03-30,,0,medium,packaging,pending
1013,40,Nayak Ltd,320926.95,2024-09-17,,0,low,raw materials,pending
1014,25,Bajaj and Sons,46468.34,2024-04-22,,45,low,raw materials,overdue
1015,5,Ganesan and Sons,732649.36,2025-03-29,2025-03-24,0,high,internet,paid
1016,21,Mistry-Tak,266024.46,2025-07-16,,0,low,electricity,pending
1017,41,Pau-Mangal,720723.5,2025-01-21,,55,low,maintenance,overdue
1018,41,Maharaj Group,118658.09,2025-11-17,,16,medium,raw materials,overdue
1019,40,Modi and Sons,242923.54,2024-12-16,2024-12-15,0,medium,logistics,paid
1020,40,"Pai, Baria and Bhatt",243712.8,2025-09-30,,42,high,logistics,overdue
1021,13,Salvi-Narula,188758.54,2025-01-28,,0,high,raw materials,pending
1022,26,Brahmbhatt and Sons,200598.63,2025-01-05,,0,high,maintenance,pending
1023,11,Kunda PLC,220669.22,2026-01-07,2026-02-09,33,critical,machinery,paid
1024,46,Prakash-Anand,859878.65,2024-10-21,,51,high,raw materials,overdue
1025,6,"Dasgupta, Chopra and Wali",279788.17,2025-01-14,,0,low,machinery,pending
1026,36,Patla-Lad,68574.91,2026-03-01,2026-02-25,0,low,internet,paid
1027,22,Pal PLC,320575.28,2026-03-24,,49,critical,packaging,overdue
1028,45,Bajwa-Sarkar,215185.03,2025-05-07,,0,critical,internet,pending
1029,13,Krishnamurthy-More,679723.83,2026-02-23,2026-03-03,8,low,raw materials,paid
1030,3,Oza Ltd,342823.64,2025-04-19,,0,critical,internet,pending
1031,23,Virk-Sethi,865157.77,2025-11-09,,0,high,machinery,pending
1032,17,Walia Group,564741.96,2025-09-02,2025-08-31,0,low,electricity,paid
1033,19,Kapadia-Talwar,427904.85,2024-09-08,,0,critical,electricity,pending
