invoice_id,business_id,customer_id,invoice_number,customer_name,invoice_amount,invoice_date,due_date,actual_payment_date,delay_days,invoice_status,customer_location,customer_type,payment_terms,customer_risk_score,invoice_category
1201,19,54,INV-11201,Deol Group,910612.32,2026-02-03,2026-04-04,2026-02-14,0,paid,Bhusawal,corporate,Net 60,low,export order
1202,22,140,INV-11202,Ben PLC,54848.33,2025-04-28,2025-05-13,,0,pending,Silchar,corporate,Net 15,medium,wholesale order
1203,32,308,INV-11203,Menon PLC,705087.68,2025-12-15,2026-01-14,2025-12-15,0,paid,Tinsukia,retailer,Net 30,low,raw materials
1204,36,278,INV-11204,"Chokshi, Acharya and Dhar",232584.07,2026-01-12,2026-01-27,,73,overdue,Bhagalpur,corporate,Net 15,low,retail order
1205,16,454,INV-11205,Prasad-Ratta,170553.59,2026-01-17,2026-03-03,2026-01-18,0,paid,Ajmer,retailer,Net 45,medium,retail order
1206,11,416,INV-11206,"Tandon, Andra and Walia",911827.73,2025-05-04,2025-06-03,,311,overdue,Nandyal,corporate,Net 30,medium,raw materials
1207,21,473,INV-11207,Kanda-Sodhi,902673.26,2026-03-16,2026-04-15,,0,pending,Amaravati,local shop,Net 30,medium,raw materials
1208,3,147,INV-11208,"Dugal, Guha and Goswami",466458.73,2026-03-30,2026-05-29,,0,pending,Eluru,retailer,Net 60,high,retail order
1209,36,65,INV-11209,"Prabhu, Divan and Chacko",49788.14,2025-06-09,2025-07-24,,260,overdue,Kottayam,corporate,Net 45,medium,export order
1210,45,422,INV-11210,"Hayre, Ganesan and Mahajan",220204.06,2025-06-14,2025-08-13,,0,pending,Panvel,wholesaler,Net 60,high,retail order
1211,42,156,INV-11211,Kannan-Dugar,897128.19,2025-11-29,2025-12-29,2025-12-06,0,paid,Bidar,distributor,Net 30,low,raw materials
1212,23,309,INV-11212,Puri-Raja,324894.63,2025-04-21,2025-05-21,,324,overdue,Kanpur,local shop,Net 30,low,raw materials
1213,14,123,INV-11213,Menon-Banik,861184.82,2025-12-07,2025-12-22,,0,pending,Nellore,local shop,Net 15,medium,raw materials
1214,45,60,INV-11214,Peri Ltd,196980.57,2026-01-11,2026-02-25,,44,overdue,Jammu,wholesaler,Net 45,high,wholesale order
1215,15,208,INV-11215,"Bhattacharyya, Karnik and Mital",139438.6,2026-02-17,2026-03-04,,37,overdue,Dehri,wholesaler,Net 15,low,retail order
1216,6,187,INV-11216,Vala Inc,491870.55,2025-07-03,2025-07-18,2025-07-05,0,paid,Darbhanga,corporate,Net 15,low,raw materials
1217,41,410,INV-11217,Naidu Group,66433.49,2025-10-17,2025-11-01,,0,pending,Amravati,distributor,Net 15,high,retail order
1218,48,474,INV-11218,Goel and Sons,873479.03,2025-05-19,2025-06-03,2025-06-03,0,paid,Silchar,distributor,Net 15,low,export order
1219,31,126,INV-11219,Sani LLC,697084.5,2026-01-24,2026-03-10,2026-03-02,0,paid,Surat,wholesaler,Net 45,low,raw materials
1220,35,387,INV-11220,"Mane, Mitter and Prabhu",250857.15,2025-05-20,2025-07-04,2025-07-04,0,paid,Shahjahanpur,distributor,Net 45,medium,raw materials
1221,3,275,INV-11221,Rao LLC,120148.12,2025-10-14,2025-11-13,,148,overdue,Jalna,corporate,Net 30,high,retail order
1222,5,123,INV-11222,Menon-Banik,917817.83,2025-11-06,2025-12-21,,0,pending,Nellore,local shop,Net 45,medium,wholesale order
1223,25,265,INV-11223,Dayal-Gopal,389195.12,2025-04-11,2025-05-26,,0,pending,Alwar,local shop,Net 45,medium,export order
1224,37,211,INV-11224,Shanker-Din,886659.69,2026-03-15,2026-03-30,,0,pending,Raipur,retailer,Net 15,high,retail order
1225,50,31,INV-11225,"Jaggi, Dora and De",666797.73,2025-05-30,2025-07-29,,255,overdue,Ambala,wholesaler,Net 60,high,wholesale order
1226,20,486,INV-11226,"Borde, Dua and Edwin",851996.71,2026-01-24,2026-02-23,,0,pending,Raebareli,retailer,Net 30,low,raw materials
1227,11,191,INV-11227,Soman Inc,279200.78,2025-11-18,2025-12-03,,128,overdue,Srikakulam,retailer,Net 15,high,wholesale order
1228,8,179,INV-11228,"Chadha, Kapadia and Guha",250305.5,2025-05-24,2025-06-08,,306,overdue,Patiala,distributor,Net 15,medium,export order
1229,6,262,INV-11229,Varty-Arora,197539.4,2025-05-30,2025-06-29,,0,pending,Bally,local shop,Net 30,medium,export order
1230,11,89,INV-11230,Narasimhan-Jha,195902.03,2025-05-06,2025-06-20,,0,pending,Aligarh,retailer,Net 45,high,retail order
1231,20,374,INV-11231,"Agate, Nadkarni and Saran",442539.97,2026-01-30,2026-03-01,,40,overdue,Haridwar,corporate,Net 30,high,export order
1232,1,324,INV-11232,"Peri, Bose and Rout",763875.87,2025-08-18,2025-10-17,2025-10-21,4,paid,Bareilly,retailer,Net 60,medium,retail order
1233,49,89,INV-11233,Narasimhan-Jha,703931.0,2025-04-13,2025-04-28,2025-05-05,7,paid,Aligarh,retailer,Net 15,high,wholesale order
1234,14,462,INV-11234,"Bumb, Goswami and Pradhan",483853.12,2025-09-25,2025-11-09,,152,overdue,New Delhi,distributor,Net 45,high,raw materials
1235,32,25,INV-11235,Krishnamurthy-Hora,668085.19,2025-10-30,2025-12-29,2025-11-16,0,paid,Amroha,wholesaler,Net 60,medium,export order
1236,23,499,INV-11236,Kanda-Varty,708578.68,2025-07-25,2025-08-09,,244,overdue,Bettiah,retailer,Net 15,high,export order
1237,42,322,INV-11237,Pai-Grewal,972286.71,2025-09-09,2025-10-09,2025-09-29,0,paid,Nashik,local shop,Net 30,low,raw materials
1238,32,272,INV-11238,Vohra and Sons,600943.23,2025-06-21,2025-07-06,2025-08-07,32,paid,Kolhapur,wholesaler,Net 15,high,retail order
1239,32,9,INV-11239,Hari-Bail,78211.79,2025-11-23,2025-12-08,,123,overdue,Barasat,distributor,Net 15,high,export order
1240,16,394,INV-11240,"De, Hegde and Rattan",678036.48,2025-07-03,2025-08-02,2025-09-16,45,paid,Sirsa,distributor,Net 30,medium,retail order
1241,48,257,INV-11241,"Rao, Kari and Luthra",323925.45,2025-10-05,2025-11-19,,142,overdue,Nizamabad,wholesaler,Net 45,low,raw materials
1242,15,298,INV-11242,Doshi-Tata,625912.62,2025-04-10,2025-05-10,2025-04-17,0,paid,Allahabad,corporate,Net 30,low,retail order
1243,47,64,INV-11243,Oak PLC,110496.3,2026-03-03,2026-04-17,2026-05-12,25,paid,Warangal,wholesaler,Net 45,medium,export order
1244,25,148,INV-11244,Goyal Ltd,378995.23,2025-12-14,2026-01-13,,87,overdue,Gopalpur,corporate,Net 30,high,raw materials
1245,19,359,INV-11245,Chana-Vig,787234.62,2026-01-29,2026-03-30,2026-05-08,39,paid,Kadapa,wholesaler,Net 60,medium,raw materials
1246,26,164,INV-11246,Tak-Bajwa,298407.12,2025-07-11,2025-08-25,2025-08-05,0,paid,Sambhal,local shop,Net 45,medium,raw materials
1247,23,448,INV-11247,Mutti Group,796379.0,2025-08-12,2025-09-11,,211,overdue,Avadi,distributor,Net 30,high,wholesale order
1248,32,214,INV-11248,Joshi-Ray,819656.4,2026-03-23,2026-04-07,2026-03-25,0,paid,Jamshedpur,distributor,Net 15,low,retail order
1249,27,436,INV-11249,Bandi-Parmar,360714.71,2026-02-23,2026-04-09,2026-03-14,0,paid,Deoghar,wholesaler,Net 45,low,retail order
1250,21,472,INV-11250,Dube-Som,357996.98,2026-03-21,2026-04-05,,0,pending,Bhubaneswar,local shop,Net 15,medium,wholesale order
1251,29,352,INV-11251,D’Alia PLC,940826.02,2025-11-03,2025-11-18,2025-12-04,16,paid,Bettiah,distributor,Net 15,high,wholesale order
1252,23,157,INV-11252,"Srivastava, Bandi and Buch",102583.65,2026-03-02,2026-04-16,2026-05-10,24,paid,Dewas,local shop,Net 45,high,export order
1253,20,342,INV-11253,"Bahri, Borra and Sidhu",410446.49,2025-08-09,2025-09-23,,199,overdue,Vasai-Virar,local shop,Net 45,medium,wholesale order
1254,40,234,INV-11254,Bir Ltd,122519.45,2025-05-20,2025-07-04,,280,overdue,Gulbarga,local shop,Net 45,high,export order
1255,24,22,INV-11255,Manda Group,173277.65,2025-08-20,2025-10-19,,0,pending,Visakhapatnam,distributor,Net 60,low,retail order
1256,33,191,INV-11256,Soman Inc,847857.45,2025-07-15,2025-09-13,,209,overdue,Srikakulam,retailer,Net 60,high,wholesale order
1257,42,249,INV-11257,Bahri Group,642780.24,2026-02-25,2026-03-12,2026-03-18,6,paid,Hajipur,local shop,Net 15,medium,export order
1258,50,394,INV-11258,"De, Hegde and Rattan",573607.64,2026-01-04,2026-02-18,2026-01-25,0,paid,Sirsa,distributor,Net 45,medium,raw materials
1259,22,68,INV-11259,Maharaj-Madan,497390.4,2025-09-06,2025-09-21,,201,overdue,Hajipur,retailer,Net 15,low,wholesale order
1260,40,436,INV-11260,Bandi-Parmar,124135.08,2025-09-16,2025-10-16,,176,overdue,Deoghar,wholesaler,Net 30,low,retail order
1261,18,76,INV-11261,"Chawla, Khurana and Sarkar",673644.97,2025-10-05,2025-10-20,,172,overdue,Chandrapur,wholesaler,Net 15,medium,wholesale order
1262,22,386,INV-11262,Dugal PLC,911759.64,2026-03-26,2026-05-10,,20,overdue,Nagercoil,corporate,Net 45,low,wholesale order
1263,48,227,INV-11263,Mall PLC,865199.62,2025-07-25,2025-08-09,,0,pending,Kadapa,retailer,Net 15,medium,wholesale order
1264,20,239,INV-11264,Kara Ltd,88266.96,2025-10-17,2025-12-01,,0,pending,North Dumdum,corporate,Net 45,high,raw materials
1265,43,69,INV-11265,Sampath and Sons,879138.77,2025-10-14,2025-10-29,,163,overdue,Panipat,local shop,Net 15,high,wholesale order
1266,29,137,INV-11266,Shere-Ramesh,390822.29,2025-06-10,2025-07-10,2025-07-27,17,paid,Allahabad,retailer,Net 30,medium,raw materials
1267,19,103,INV-11267,"Karan, Kadakia and Rai",233999.22,2025-05-26,2025-07-25,,259,overdue,Ozhukarai,local shop,Net 60,high,raw materials
1268,17,223,INV-11268,Padmanabhan PLC,932398.35,2026-04-08,2026-05-23,2026-05-01,0,paid,Satara,wholesaler,Net 45,low,raw materials
1269,8,369,INV-11269,Trivedi-Sachdev,658348.23,2025-11-21,2026-01-20,,0,pending,Delhi,local shop,Net 60,low,raw materials
1270,33,276,INV-11270,Chad LLC,970244.28,2025-09-13,2025-11-12,2025-10-24,0,paid,South Dumdum,retailer,Net 60,low,wholesale order
1271,33,383,INV-11271,"Yogi, Sunder and Hegde",905070.12,2025-06-13,2025-06-28,,0,pending,Kurnool,corporate,Net 15,medium,raw materials
1272,9,52,INV-11272,Bhat-Sule,686316.91,2025-08-06,2025-10-05,,187,overdue,Vasai-Virar,distributor,Net 60,low,retail order
1273,48,49,INV-11273,Kapadia and Sons,69131.28,2025-11-06,2025-12-21,,0,pending,Saharanpur,distributor,Net 45,medium,wholesale order
1274,7,333,INV-11274,"Chhabra, Bumb and Sandal",815004.86,2025-08-24,2025-09-23,,199,overdue,Thoothukudi,corporate,Net 30,medium,export order
1275,32,1,INV-11275,"Keer, Bobal and Rege",685334.27,2025-06-30,2025-07-15,,269,overdue,Ujjain,retailer,Net 15,medium,wholesale order
1276,25,158,INV-11276,"Pal, Nagar and Palan",557783.67,2025-07-14,2025-08-13,,0,pending,Pallavaram,wholesaler,Net 30,low,retail order
1277,35,15,INV-11277,Brar Inc,720134.88,2025-12-26,2026-01-10,,0,pending,Baranagar,wholesaler,Net 15,low,wholesale order
1278,6,195,INV-11278,"Chowdhury, Sachdev and Madan",621885.69,2025-04-26,2025-05-26,,0,pending,Rohtak,local shop,Net 30,high,export order
1279,32,17,INV-11279,Pandit Group,328515.28,2026-02-23,2026-03-10,2026-03-05,0,paid,Tirupati,retailer,Net 15,low,raw materials
1280,17,360,INV-11280,"Seth, Mannan and Gaba",915919.4,2025-09-22,2025-11-06,,0,pending,Jaipur,corporate,Net 45,medium,wholesale order
1281,36,64,INV-11281,Oak PLC,25156.08,2025-10-08,2025-11-07,2025-11-25,18,paid,Warangal,wholesaler,Net 30,medium,raw materials
1282,34,319,INV-11282,Nair-Sandhu,189484.79,2025-05-20,2025-07-04,2025-08-05,32,paid,Siwan,wholesaler,Net 45,high,export order
1283,19,38,INV-11283,Narayan PLC,203096.98,2026-01-16,2026-01-31,2026-02-23,23,paid,Danapur,retailer,Net 15,high,retail order
1284,39,126,INV-11284,Sani LLC,239407.28,2025-06-11,2025-07-11,,273,overdue,Surat,wholesaler,Net 30,low,raw materials
1285,49,233,INV-11285,"Chadha, Kohli and Kalla",817720.6,2025-10-03,2025-12-02,,0,pending,Haldia,corporate,Net 60,high,retail order
1286,2,49,INV-11286,Kapadia and Sons,998624.81,2025-12-26,2026-02-09,,60,overdue,Saharanpur,distributor,Net 45,medium,wholesale order
1287,13,117,INV-11287,Bajwa Group,273821.13,2025-08-23,2025-09-07,,215,overdue,Vijayawada,local shop,Net 15,high,retail order
1288,38,285,INV-11288,Sehgal-Shukla,287928.58,2025-12-25,2026-01-24,,0,pending,Coimbatore,corporate,Net 30,high,wholesale order
1289,4,49,INV-11289,Kapadia and Sons,493848.54,2025-09-10,2025-11-09,,0,pending,Saharanpur,distributor,Net 60,medium,export order
1290,24,372,INV-11290,Saxena-Sastry,127996.67,2025-09-22,2025-10-22,,170,overdue,Arrah,retailer,Net 30,high,retail order
1291,36,325,INV-11291,Bhatnagar-Taneja,4825.69,2025-07-19,2025-08-03,,0,pending,Kadapa,retailer,Net 15,low,wholesale order
1292,32,152,INV-11292,"Ramachandran, Padmanabhan and Pandya",538649.09,2025-08-21,2025-09-05,,0,pending,Gulbarga,wholesaler,Net 15,medium,retail order
1293,11,147,INV-11293,"Dugal, Guha and Goswami",419767.97,2025-04-18,2025-05-03,,0,pending,Eluru,retailer,Net 15,high,export order
1294,32,470,INV-11294,Pathak-Padmanabhan,533076.45,2026-03-31,2026-04-30,,0,pending,Mangalore,wholesaler,Net 30,high,raw materials
1295,33,268,INV-11295,Bhatti Group,773031.12,2026-03-25,2026-04-09,,1,overdue,Jodhpur,distributor,Net 15,high,wholesale order
1296,16,387,INV-11296,"Mane, Mitter and Prabhu",681932.59,2025-08-01,2025-08-31,,0,pending,Shahjahanpur,distributor,Net 30,medium,raw materials
1297,44,487,INV-11297,Chada PLC,282149.17,2026-01-18,2026-02-02,,0,pending,Varanasi,corporate,Net 15,medium,wholesale order
1298,50,252,INV-11298,"Vala, Shah and Kakar",340744.11,2025-12-11,2026-01-10,,90,overdue,Medininagar,wholesaler,Net 30,high,retail order
1299,37,362,INV-11299,Nagarajan PLC,247049.98,2025-08-25,2025-10-24,,0,pending,Berhampore,local shop,Net 60,medium,export order
1300,34,281,INV-11300,"Memon, Andra and Johal",125003.55,2026-02-10,2026-04-11,,0,pending,Tumkur,corporate,Net 60,medium,export order
1301,45,1,INV-11301,"Keer, Bobal and Rege",148633.28,2025-11-09,2025-12-09,,0,pending,Ujjain,retailer,Net 30,medium,export order
1302,46,447,INV-11302,"Gaba, Zachariah and Patla",99255.9,2025-07-16,2025-08-30,,0,pending,Bhopal,corporate,Net 45,high,retail order
1303,10,245,INV-11303,"Dhaliwal, Mistry and Suri",717009.14,2026-01-16,2026-01-31,,69,overdue,Jamalpur,local shop,Net 15,high,retail order
1304,5,111,INV-11304,Kamdar-Dua,225586.45,2026-03-08,2026-05-07,,5,overdue,Khammam,wholesaler,Net 60,medium,export order
1305,27,217,INV-11305,Shanker-Parsa,328089.37,2025-08-10,2025-09-09,2025-09-10,1,paid,Amaravati,corporate,Net 30,medium,export order
1306,29,230,INV-11306,Dar-Arora,983631.36,2025-11-09,2025-12-24,,107,overdue,Saharanpur,wholesaler,Net 45,high,retail order
1307,22,246,INV-11307,Sen LLC,529175.68,2026-02-12,2026-03-14,2026-05-13,60,paid,Asansol,distributor,Net 30,high,retail order
1308,49,299,INV-11308,"Deep, Kala and Deshmukh",970916.52,2025-07-29,2025-08-13,,0,pending,Serampore,distributor,Net 15,low,retail order
1309,7,331,INV-11309,"Raghavan, Sibal and Karan",59335.35,2025-04-24,2025-05-24,2025-08-11,79,paid,Saharsa,distributor,Net 30,high,retail order
1310,7,291,INV-11310,"Jani, Bhagat and Sodhi",672297.84,2025-06-24,2025-07-24,,260,overdue,Orai,wholesaler,Net 30,low,wholesale order
1311,47,273,INV-11311,"Khanna, Ratti and Sachdev",694979.15,2025-06-20,2025-08-19,,0,pending,Madurai,distributor,Net 60,high,retail order
1312,19,83,INV-11312,Sibal-Bath,602616.74,2025-08-25,2025-10-24,2025-09-25,0,paid,Sirsa,distributor,Net 60,low,raw materials
1313,42,336,INV-11313,"Parsa, Prabhu and Doshi",781483.43,2025-08-03,2025-09-02,,0,pending,Haldia,local shop,Net 30,low,wholesale order
1314,16,382,INV-11314,Kari-Sandal,50463.39,2025-06-12,2025-08-11,,242,overdue,Bhilwara,local shop,Net 60,medium,raw materials
1315,21,147,INV-11315,"Dugal, Guha and Goswami",897211.75,2025-06-20,2025-07-20,,0,pending,Eluru,retailer,Net 30,high,retail order
1316,18,293,INV-11316,"Oommen, Babu and Bhatt",372969.95,2026-01-28,2026-03-29,,12,overdue,Medininagar,retailer,Net 60,medium,retail order
1317,28,432,INV-11317,Luthra PLC,192985.68,2026-01-27,2026-02-26,,0,pending,Thoothukudi,retailer,Net 30,low,raw materials
1318,12,263,INV-11318,"Mohanty, Sampath and Taneja",462488.09,2025-09-14,2025-10-29,,163,overdue,Amroha,retailer,Net 45,low,retail order
1319,7,345,INV-11319,Bobal Inc,966113.18,2026-03-19,2026-04-18,2026-05-23,35,paid,Panvel,wholesaler,Net 30,medium,export order
1320,7,436,INV-11320,Bandi-Parmar,336534.66,2025-06-26,2025-08-10,,243,overdue,Deoghar,wholesaler,Net 45,low,wholesale order
1321,49,44,INV-11321,Parmar-Naidu,513573.22,2025-05-05,2025-06-19,,0,pending,Panipat,distributor,Net 45,medium,export order
1322,47,244,INV-11322,Nair and Sons,119390.06,2025-06-08,2025-07-23,,261,overdue,Uluberia,local shop,Net 45,medium,export order
1323,20,239,INV-11323,Kara Ltd,403427.42,2025-05-24,2025-07-23,,0,pending,North Dumdum,corporate,Net 60,high,raw materials
1324,47,134,INV-11324,Goyal-Bawa,21091.92,2025-06-27,2025-07-12,,272,overdue,Khammam,wholesaler,Net 15,low,export order
1325,6,318,INV-11325,"Bawa, Rai and Chaudhuri",369074.11,2025-08-24,2025-09-23,,0,pending,Hajipur,wholesaler,Net 30,low,wholesale order
1326,50,449,INV-11326,Khalsa-Biswas,850347.07,2026-01-05,2026-03-06,2026-01-16,0,paid,Vasai-Virar,distributor,Net 60,low,export order
1327,25,435,INV-11327,"Bajwa, Handa and Kaur",928718.59,2025-08-11,2025-08-26,,0,pending,Katihar,local shop,Net 15,medium,retail order
1328,11,137,INV-11328,Shere-Ramesh,2562.06,2025-07-27,2025-08-26,2025-08-19,0,paid,Allahabad,retailer,Net 30,medium,retail order
1329,25,389,INV-11329,Dada Ltd,335903.58,2025-05-16,2025-07-15,,269,overdue,Miryalaguda,retailer,Net 60,medium,wholesale order
1330,12,410,INV-11330,Naidu Group,551681.67,2025-11-25,2025-12-10,2026-03-07,87,paid,Amravati,distributor,Net 15,high,wholesale order
1331,25,93,INV-11331,"Varma, Sekhon and Rajagopal",623039.04,2025-09-24,2025-11-08,2026-01-21,74,paid,Orai,distributor,Net 45,high,export order
1332,6,464,INV-11332,"Shenoy, Balasubramanian and Sachar",421697.93,2026-03-13,2026-04-12,2026-04-30,18,paid,Morbi,retailer,Net 30,high,wholesale order
1333,16,161,INV-11333,Sanghvi Group,688954.05,2025-08-15,2025-09-29,2025-11-19,51,paid,Morena,distributor,Net 45,high,retail order
1334,20,330,INV-11334,Thakur-Chaudhari,153120.67,2025-08-05,2025-09-04,,0,pending,Naihati,retailer,Net 30,medium,raw materials
1335,27,274,INV-11335,"Badami, Srivastava and Date",379921.84,2026-04-08,2026-04-23,2026-05-08,15,paid,Davanagere,retailer,Net 15,medium,wholesale order
1336,39,127,INV-11336,"Naidu, Merchant and Sidhu",900419.38,2026-02-19,2026-04-20,,23,overdue,Cuttack,retailer,Net 60,low,retail order
1337,1,153,INV-11337,Dutt-Pingle,855019.14,2026-04-03,2026-04-18,,0,pending,Muzaffarpur,wholesaler,Net 15,low,export order
1338,24,53,INV-11338,Kulkarni Group,976580.91,2025-04-24,2025-05-09,,336,overdue,Bhagalpur,distributor,Net 15,medium,wholesale order
1339,7,439,INV-11339,Grewal-Kanda,564837.33,2025-08-30,2025-10-29,,163,overdue,Kanpur,distributor,Net 60,high,raw materials
1340,10,169,INV-11340,Rao Ltd,512206.64,2025-08-23,2025-09-22,,0,pending,Aurangabad,local shop,Net 30,high,raw materials
1341,23,136,INV-11341,"Balan, Sridhar and Ray",154773.07,2025-12-11,2025-12-26,2026-01-06,11,paid,South Dumdum,retailer,Net 15,high,retail order
1342,30,397,INV-11342,Oak-Wagle,739612.51,2025-09-11,2025-11-10,,151,overdue,Warangal,corporate,Net 60,low,raw materials
1343,45,335,INV-11343,Ramachandran and Sons,232083.14,2025-08-16,2025-09-15,,207,overdue,Nangloi Jat,wholesaler,Net 30,low,raw materials
1344,25,236,INV-11344,Loke Group,720982.83,2026-01-11,2026-02-25,,44,overdue,Loni,retailer,Net 45,medium,export order
1345,18,406,INV-11345,Dube-Bir,403309.49,2025-04-11,2025-05-11,,0,pending,Gudivada,local shop,Net 30,high,wholesale order
1346,4,85,INV-11346,Balay-Kara,703157.54,2025-04-14,2025-06-13,2025-07-18,35,paid,Jalandhar,distributor,Net 60,medium,wholesale order
1347,31,407,INV-11347,"Dugar, Rama and Tara",520467.09,2025-10-23,2025-12-07,,124,overdue,Jaipur,wholesaler,Net 45,low,retail order
1348,23,470,INV-11348,Pathak-Padmanabhan,816433.66,2025-09-18,2025-10-03,,189,overdue,Mangalore,wholesaler,Net 15,high,retail order
1349,14,77,INV-11349,Chanda-Pant,362568.1,2025-10-01,2025-10-16,,0,pending,Satara,wholesaler,Net 15,low,export order
1350,7,396,INV-11350,Brahmbhatt-Dey,526041.75,2025-06-05,2025-06-20,,0,pending,Nangloi Jat,retailer,Net 15,high,export order
1351,32,156,INV-11351,Kannan-Dugar,62217.95,2025-12-14,2026-01-13,,87,overdue,Bidar,distributor,Net 30,low,wholesale order
1352,15,24,INV-11352,"Nori, Thakkar and Dalal",611772.27,2025-06-08,2025-07-08,2025-07-23,15,paid,Malegaon,distributor,Net 30,high,wholesale order
1353,7,472,INV-11353,Dube-Som,791668.77,2026-03-30,2026-04-14,,13,overdue,Bhubaneswar,local shop,Net 15,medium,retail order
1354,9,104,INV-11354,Sampath-Dutta,250589.25,2025-06-01,2025-07-31,,0,pending,Rohtak,local shop,Net 60,low,export order
1355,48,199,INV-11355,Mutti Ltd,945122.16,2025-06-18,2025-08-17,2025-08-26,9,paid,Pondicherry,distributor,Net 60,medium,export order
1356,15,343,INV-11356,"Konda, Kota and Bhavsar",387657.86,2025-09-12,2025-10-27,,0,pending,Mysore,local shop,Net 45,low,wholesale order
1357,42,321,INV-11357,Pingle-Kala,697354.0,2025-10-07,2025-10-22,,0,pending,Surendranagar Dudhrej,local shop,Net 15,medium,wholesale order
1358,39,219,INV-11358,Sabharwal LLC,840760.42,2025-12-19,2026-01-18,,82,overdue,Jalna,distributor,Net 30,high,wholesale order
1359,13,239,INV-11359,Kara Ltd,972861.66,2025-08-20,2025-10-04,,188,overdue,North Dumdum,corporate,Net 45,high,raw materials
1360,16,59,INV-11360,Dugal-Pandey,118183.39,2025-12-12,2025-12-27,,104,overdue,Dehradun,local shop,Net 15,medium,raw materials
1361,31,66,INV-11361,"Krishnan, Johal and Vaidya",407317.97,2025-06-14,2025-07-29,2025-07-28,0,paid,Davanagere,distributor,Net 45,low,raw materials
1362,45,492,INV-11362,Ghosh and Sons,503106.57,2025-08-13,2025-10-12,2025-10-16,4,paid,Bhiwani,retailer,Net 60,high,raw materials
1363,4,125,INV-11363,Ramachandran-Prabhu,543250.62,2025-07-24,2025-08-08,2025-09-12,35,paid,Rourkela,wholesaler,Net 15,high,retail order
1364,21,145,INV-11364,"Rana, Gara and Shanker",840222.52,2025-05-18,2025-06-02,,0,pending,Srikakulam,retailer,Net 15,low,retail order
1365,26,200,INV-11365,"Mall, Banik and Butala",943756.08,2025-10-25,2025-11-24,,0,pending,Bhiwani,corporate,Net 30,high,wholesale order
1366,32,28,INV-11366,Iyer and Sons,138829.21,2026-01-17,2026-02-01,,0,pending,Bardhaman,local shop,Net 15,high,retail order
1367,6,270,INV-11367,"Kothari, Kumar and Doctor",31097.81,2025-12-07,2025-12-22,,109,overdue,Srinagar,local shop,Net 15,low,retail order
1368,26,45,INV-11368,Ganesh-Raja,560041.11,2025-07-28,2025-09-26,,0,pending,Katni,corporate,Net 60,medium,retail order
1369,12,13,INV-11369,Joshi PLC,390306.5,2025-07-06,2025-09-04,2025-09-28,24,paid,Ozhukarai,local shop,Net 60,medium,retail order
1370,15,399,INV-11370,Chanda-Lad,420218.43,2025-07-27,2025-09-10,,0,pending,Bilaspur,local shop,Net 45,low,wholesale order
1371,14,57,INV-11371,Zacharia Inc,662127.75,2025-04-12,2025-04-27,2025-07-22,86,paid,Khora ,local shop,Net 15,high,wholesale order
1372,38,122,INV-11372,Ratta-Barad,992631.47,2025-08-26,2025-09-25,,197,overdue,Motihari,distributor,Net 30,high,export order
1373,9,187,INV-11373,Vala Inc,820751.75,2025-12-01,2026-01-15,2025-12-31,0,paid,Darbhanga,corporate,Net 45,low,retail order
1374,41,380,INV-11374,"Bali, Bail and Wason",847190.32,2025-06-17,2025-07-02,,0,pending,Avadi,local shop,Net 15,medium,retail order
1375,9,404,INV-11375,Modi-Samra,682597.25,2025-05-03,2025-05-18,,0,pending,South Dumdum,corporate,Net 15,high,raw materials
1376,38,98,INV-11376,"Bumb, Ramaswamy and Hayre",90068.66,2025-07-15,2025-08-14,,0,pending,Rajkot,wholesaler,Net 30,medium,export order
1377,46,491,INV-11377,"Varughese, Bath and Maharaj",7123.25,2025-06-18,2025-07-18,2025-07-13,0,paid,Ambarnath,distributor,Net 30,medium,retail order
1378,25,455,INV-11378,Pandit-Keer,838933.44,2025-09-02,2025-11-01,,0,pending,Ujjain,wholesaler,Net 60,medium,wholesale order
1379,28,318,INV-11379,"Bawa, Rai and Chaudhuri",642146.58,2026-02-01,2026-03-03,2026-02-27,0,paid,Hajipur,wholesaler,Net 30,low,retail order
1380,15,232,INV-11380,Raj-Sahota,403227.86,2025-07-31,2025-09-29,2025-08-08,0,paid,Buxar,wholesaler,Net 60,medium,retail order
1381,15,333,INV-11381,"Chhabra, Bumb and Sandal",361921.66,2025-11-06,2025-12-06,,0,pending,Thoothukudi,corporate,Net 30,medium,export order
1382,7,2,INV-11382,Peri Ltd,490028.92,2025-07-05,2025-08-04,,0,pending,Mango,retailer,Net 30,high,retail order
1383,8,442,INV-11383,Bahl and Sons,878704.66,2025-09-13,2025-10-28,,0,pending,Karnal,retailer,Net 45,high,raw materials
1384,10,413,INV-11384,Vyas-Batta,749940.58,2026-02-08,2026-02-23,,0,pending,Dewas,corporate,Net 15,medium,wholesale order
1385,31,252,INV-11385,"Vala, Shah and Kakar",402389.51,2025-07-15,2025-08-29,2025-10-30,62,paid,Medininagar,wholesaler,Net 45,high,export order
1386,20,7,INV-11386,Sarin-Dutt,825908.63,2025-04-27,2025-05-27,,0,pending,Patiala,distributor,Net 30,medium,retail order
1387,49,297,INV-11387,Roy Group,913747.2,2026-03-05,2026-04-04,2026-04-06,2,paid,Bahraich,distributor,Net 30,high,export order
1388,34,274,INV-11388,"Badami, Srivastava and Date",782769.06,2025-10-07,2025-11-21,,0,pending,Davanagere,retailer,Net 45,medium,wholesale order
